id_number	mz	rtime	cSelectivity	goodness_fitting	snr	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F13201	346.072	690.05	1	0.82	24	4534857	0	0	0	0	0
F13202	723.5132	137.77	1	0.97	39	0	0	1113783	990085	0	0
F13203	646.4835	94.84	1	0.68	13	2671821	0	2743651	0	2785558	0
F13204	646.4835	230.88	1	0.49	23	6460940	0	7167021	0	6638814	0
F13205	646.4835	379.14	1	0.7	15	5188919	0	4889091	0	5011306	0
F13206	346.1704	161.85	1	0.9	569	1565168	973329	981763	0	640692	0
F13207	647.048	790.96	1	0.73	27	594119	0	416090	0	0	0
F13208	347.1796	470.81	0.44	0.99	82	215468	271725	293196	0	338812	0
F13209	647.437	118.83	1	0.88	83	427833	774930	0	756459	0	0
F13210	753.3707	163.9	1	0.86	29	0	0	1995420	1775791	0	0
F13211	256.2145	144.07	0.8	0.72	62	0	0	447644	0	0	0
F13212	347.2341	160.81	1	0.64	105	34167	229054	184857	385934	275279	0
F13213	347.2341	202.7	1	0.95	96	371443	395927	446628	472217	434257	0
F13214	347.2341	269.98	1	0.91	199	928414	976506	991364	973090	1034094	0
F13215	648.1835	645.21	1	0.98	162	1408106	0	0	0	0	0
F13216	779.2106	138.82	1	0.92	14	0	0	732169	754397	0	0
F13217	348.0704	799.39	1	0.96	284	6562875	6700677	6387560	0	0	0
F13218	792.5248	139.87	0.75	0.71	7	0	0	343556	400273	0	0
F13219	648.379	176.62	0.85	0.92	43	189276	298006	216737	0	0	0
F13220	648.379	188.57	0.84	0.82	105	1318288	1434903	1391733	0	0	0
F13221	648.379	317.34	0.83	0.94	66	1393128	1489016	1414558	0	0	0
F13222	259.0001	752.37	1	0.97	86	0	0	991110	0	0	0
F13223	794.2985	782.14	1	0.99	171	0	0	855444	0	0	0
F13224	796.6295	137.77	1	0.93	16	0	0	512424	0	0	0
F13225	650.0482	811.12	1	0.98	27	870595	0	0	0	0	0
F13226	650.0482	823.3	1	0.95	21	6043	843544	0	0	0	0
F13227	800.0394	800.38	1	0.98	6	0	0	647957	0	0	0
F13228	650.2051	420.68	1	0.88	61	7787952	9929937	8811254	0	0	0
F13229	348.2897	79.28	0.88	0.8	9	2026387	1993446	2024988	0	2004538	0
F13230	348.2897	143.05	0.8	0.94	19	321429	523366	284912	0	403393	0
F13231	804.5824	139.87	1	0.68	5	0	0	635235	0	1018250	0
F13232	349.0652	776.92	1	0.77	15	590868	726272	821853	0	0	0
F13233	650.2199	698.92	0.97	0.97	53	1175572	1347763	1393223	0	0	0
F13234	650.2199	775.92	1	0.98	141	2165533	182658	2109590	0	0	0
F13235	650.2199	785.37	0.96	0.93	98	5753	1939023	334027	0	0	0
F13236	650.8968	184.65	1	0.92	109	839819	871846	713303	0	0	0
F13237	650.8968	428.3	1	0.91	131	718813	892819	863786	0	0	0
F13238	349.074	676.98	1	0.94	175	9826044	12353300	13670390	0	0	0
F13239	268.2063	146.83	1	0.6	159	0	0	349341	386558	379985	0
F13240	651.2085	422.84	1	0.97	31	1858445	2435201	2436135	0	0	0
F13241	268.8089	795.26	1	1	51	0	0	2697046	0	0	0
F13242	851.7885	212.72	1	0.76	59	0	0	1920821	0	0	0
F13243	651.2233	785.37	0.5	0.96	56	0	544095	0	0	0	0
F13244	270.8071	795.26	1	1	95	0	0	731759	0	0	0
F13245	349.2304	980.11	1	0.98	179	7861245	8273289	8335263	0	0	0
F13246	652.1998	421.76	1	0.81	143	915582	1147527	935769	0	0	0
F13247	856.4991	797.36	1	0.87	24	0	0	464496	0	0	0
F13248	652.405	143.05	0.7	0.61	47	1676563	0	0	0	0	0
F13249	271.2132	948.89	1	0.91	37	0	0	3110082	0	0	0
F13250	887.3737	138.82	1	0.95	6	0	0	1717468	0	0	0
F13251	349.233	172.51	0.79	0.62	94	220912	226337	189783	298323	366710	0
F13252	349.233	186.61	0.85	0.89	69	228954	273486	225079	189098	221808	0
F13253	349.233	239.78	0.86	0.87	57	135414	24577	201241	239750	296786	0
F13254	892.3867	568.15	1	0.93	93	0	0	1175440	0	0	0
F13255	653.4732	160.81	1	0.89	109	2001586	2522053	2138044	0	0	0
F13256	349.2778	168.67	1	0.89	225	891757	829871	657973	0	0	0
F13257	349.2778	236.86	0.93	0.84	53	304495	24325	233676	0	0	0
F13258	654.2536	616.22	1	0.98	240	2975096	2683513	2443599	0	0	0
F13259	654.2536	645.21	1	0.88	416	2937371	3179361	3163517	0	0	0
F13260	654.5028	152.96	1	0.93	19	11120824	0	0	0	0	0
F13261	349.9917	787.59	1	0.89	31	1839499	48922	937471	0	0	0
F13262	349.9917	799.39	1	0.98	28	0	1571238	7037	0	0	0
F13263	120.1034	980.11	1	0.94	127	0	0	0	3466701	3501738	0
F13264	655.257	615.11	1	0.96	33	766449	725107	650110	0	0	0
F13265	655.257	646.35	1	0.87	57	818142	866353	859894	0	0	0
F13266	656.226	138.82	1	0.99	372	1373136	0	0	2184176	0	0
F13267	656.4368	140.93	1	0.97	812	3302754	3675721	3636897	0	3217131	0
F13268	658.4158	143.05	0.83	0.73	155	512491	0	307946	586070	496487	0
F13269	660.4528	166.85	0.83	0.58	5	730374	0	0	0	0	0
F13270	274.072	695.56	1	0.87	61	0	0	4115603	3669438	0	0
F13271	662.2994	415.18	0.73	0.89	82	638087	746365	638355	0	0	0
F13272	663.4078	163.9	1	0.62	124	386784	318894	0	0	0	0
F13273	664.1165	800.38	1	0.98	1352	13469155	29102	11156478	0	0	0
F13274	664.1165	809.98	1	0.99	912	1385864	14976070	3219717	0	0	0
F13275	664.2357	645.21	1	0.92	1095	7556484	9305374	9467230	0	0	0
F13276	350.1411	772.94	1	0.89	172	1363750	1372827	1315356	0	0	0
F13277	296.8337	797.36	1	0.72	35	0	0	685310	0	0	0
F13278	665.1198	800.38	1	0.97	557	3088784	3284	2508107	0	0	0
F13279	665.1198	809.98	1	0.97	385	134874	3214104	515619	0	0	0
F13280	350.2297	157.74	1	0.96	934	2670342	3497917	3929959	0	0	0
F13281	665.2392	644.06	1	0.73	314	1996595	1176126	1754149	0	0	0
F13282	350.7634	795.26	0.75	0.81	211	320695	0	916276	0	0	0
F13283	350.9183	814.46	1	0.97	76	1082409	0	0	0	0	0
F13284	666.1318	772.94	1	0.96	187	2354984	9331	1862127	0	0	0
F13285	666.1318	782.14	1	0.86	114	11721	1400367	137226	0	0	0
F13286	666.5016	149.44	1	0.84	41	4293905	4622091	0	0	5248102	0
F13287	304.162	786.48	0.88	0.91	59	0	0	491827	0	0	0
F13288	304.162	809.98	0.86	0.93	68	0	0	467017	0	0	0
F13289	304.2611	145.95	1	0.96	6	0	0	1525689	0	0	0
F13290	351.2121	161.85	1	0.98	161	583767	336953	210516	0	0	0
F13291	667.3367	176.62	0.84	0.93	64	373257	415620	484063	0	0	0
F13292	667.3367	184.65	0.86	0.73	42	245322	243182	382070	0	0	0
F13293	667.3367	409.75	0.82	0.75	90	1301470	1261585	885254	0	0	0
F13294	352.157	641.74	1	0.65	124	599521	613643	561208	1279	0	0
F13295	667.4335	130.38	1	0.8	71	689665	0	0	0	0	0
F13296	310.1587	144.07	1	0.72	81	0	0	252937	159743	131194	0
F13297	310.1587	834.5	1	0.97	167	0	0	2331	986632	978865	0
F13298	140.1341	774.92	1	0.83	38	0	0	0	22744971	17198105	0
F13299	311.8092	796.3	1	0.93	61	0	0	527438	0	0	0
F13300	669.0791	815.52	1	0.98	993	8417969	73521	9485852	0	0	0
F13301	669.0791	826.81	1	0.96	534	1621008	10290329	1937342	0	0	0
F13302	312.1828	252.7	1	0.96	124	0	0	0	1139239	1025082	0
F13303	352.3055	153.86	0.93	0.88	12	138344	256365	308065	383678	0	0
F13304	352.3055	227.85	0.76	0.59	8	7174303	7030651	7140739	7444108	0	0
F13305	156.0645	797.36	1	0.99	517	0	0	0	5387579	0	0
F13306	314.1308	787.59	1	0.75	78	0	0	872789	0	0	0
F13307	352.3574	145.04	1	0.57	23	700105	0	667960	0	657779	0
F13308	670.0824	814.46	1	0.97	349	1806318	12483	2133746	0	0	0
F13309	670.0824	826.81	1	0.96	187	199308	2083069	292859	0	0	0
F13310	314.8038	797.36	1	0.85	19	0	0	421851	0	0	0
F13311	353.0744	773.92	1	0.88	9	825543	29645	691262	0	0	0
F13312	353.0744	781.02	1	0.92	7	0	933677	203227	0	0	0
F13313	670.3282	413.02	0.75	0.94	139	745620	815400	877177	0	0	0
F13314	317.9116	797.36	1	0.89	60	0	0	581474	0	0	0
F13315	353.2278	152.96	1	0.77	378	5084407	0	0	0	0	0
F13316	671.0743	814.46	1	0.97	458	3709708	28007	4282265	0	0	0
F13317	671.0743	826.81	1	0.96	242	665700	4504833	868063	0	0	0
F13318	325.2563	147.7	1	0.87	31	0	0	713550	0	0	0
F13319	353.2539	171.5	1	0.9	202	585631	0	0	2299768	0	0
F13320	672.0775	815.52	1	0.96	224	911494	4974	1013477	0	0	0
F13321	672.0775	826.81	1	0.95	119	71315	954690	80857	0	0	0
F13322	672.1873	422.84	1	0.94	125	1475626	1546932	2108222	0	0	0
F13323	176.107	158.76	1	0.85	25	0	0	0	531751	680952	0
F13324	353.3162	160.81	0.76	0.52	141	292751	301097	506587	362376	0	0
F13325	353.3162	237.83	0.67	0.83	304	1130134	24875	1189645	0	0	0
F13326	353.3162	257.76	0.79	0.39	101	0	1167936	5358	0	0	0
F13327	672.4083	186.61	0.96	0.94	111	1179037	1049623	922059	0	0	0
F13328	672.4083	429.39	0.95	0.96	149	1266170	1211855	1264470	0	0	0
F13329	181.0314	1040.11	0.56	0.88	91	0	0	0	651778	866735	0
F13330	672.4321	141.99	1	0.89	143	476353	588390	0	637467	0	0
F13331	182.1444	1006.23	1	0.91	73	0	0	0	2407766	2684887	0
F13332	672.4834	140.93	1	0.89	389	791504	1180003	1544939	1441983	1241363	0
F13333	354.1909	145.95	0.96	0.63	54	233985	69475	243082	82436	196888	0
F13334	354.1909	157.74	0.97	0.45	45	424738	505198	487038	510820	444837	0
F13335	354.1909	237.83	0.94	0.7	74	675307	557889	544284	636523	590113	0
F13336	190.1227	160.81	0.78	0.67	24	0	0	0	359396	533911	0
F13337	672.5014	138.82	1	0.9	259	0	0	0	1882671	1833666	0
F13338	354.2754	430.49	0.36	0.97	126	695364	652155	647462	0	0	0
F13339	195.1499	286.47	0.66	0.59	9	0	0	0	2229394	2211973	0
F13340	354.6348	641.74	1	0.85	258	1569120	1593918	1589995	0	0	0
F13341	355.132	114.52	1	0.94	199	907312	0	0	960597	828684	0
F13342	672.5252	161.85	1	0.54	9	351104	0	235533	406813	0	0
F13343	672.5252	232.87	1	0.71	8	2268413	0	2492303	2351534	0	0
F13344	672.5252	253.71	1	0.75	8	7382033	0	7819055	7922021	0	0
F13345	674.4798	133.55	0.7	0.78	40	689815	0	0	640929	0	0
F13346	200.1978	650.79	1	0.87	13	0	0	0	20557237	16602586	0
F13347	200.1978	776.92	1	0.33	16	0	0	0	24672758	28545095	0
F13348	200.1978	836.75	1	0.9	7	0	0	0	8871823	10239960	0
F13349	675.3207	169.59	1	0.79	116	308535	276707	0	0	0	0
F13350	676.2348	647.47	1	0.76	97	591662	894284	1027551	0	0	0
F13351	211.1152	466.15	1	0.68	155	0	0	0	1438627	1858393	0
F13352	337.1973	458.06	0.69	0.91	59	0	0	467808	518740	580410	0
F13353	217.1438	170.53	0.92	0.65	93	0	0	0	911315	889497	0
F13354	676.4922	152.96	0.73	0.9	187	2625751	2727064	0	0	0	0
F13355	676.4922	256.74	0.67	0.83	253	5736035	255929	6094591	123425	0	0
F13356	676.4922	279.24	0.75	0.58	100	1389274	7490459	1531785	1275952	0	0
F13357	678.3314	162.88	1	0.88	198	1021461	1178309	714727	0	0	0
F13358	343.1324	145.95	1	0.59	120	0	0	515436	447631	0	0
F13359	678.4623	172.51	1	0.95	22	784688	0	0	752993	0	0
F13360	678.4623	239.78	1	0.77	6	130979	0	0	297554	0	0
F13361	345.1543	171.5	1	0.77	111	0	0	486445	623691	0	0
F13362	680.44	173.54	0.81	0.83	84	293345	0	0	506543	0	0
F13363	680.44	252.7	0.82	0.89	76	398240	0	0	406164	0	0
F13364	680.5287	120.95	1	0.97	48	146404	352322	223462	0	327299	0
F13365	680.5287	152.96	1	0.96	973	6840775	7203720	5659542	0	7395154	0
F13366	358.2458	145.04	1	0.67	89	0	0	558669	0	0	0
F13367	242.0096	805.42	1	0.98	183	0	0	0	627821	467846	0
F13368	244.0898	159.79	1	0.9	115	0	0	0	711767	0	0
F13369	682.2481	562.3	1	1	716	10989464	10569775	9760063	0	0	0
F13370	682.2481	627.86	1	0.99	410	4744450	4850115	4990945	0	0	0
F13371	356.2067	140.93	0.86	0.75	54	933344	1274273	1076501	829458	936551	0
F13372	356.2067	171.5	0.78	0.59	24	435513	592896	485257	558868	414907	0
F13373	356.2067	237.83	0.86	0.73	57	1043656	458540	1038071	1070867	928337	0
F13374	682.3636	170.53	1	0.97	202	728030	694013	679749	665127	639982	0
F13375	683.2515	562.3	1	0.99	351	3193461	3087058	2795624	0	0	0
F13376	683.2515	627.86	1	0.99	192	1283506	1262510	1338894	0	0	0
F13377	245.2225	163.9	0.8	0.85	28	0	0	0	387665	447931	0
F13378	357.3305	157.74	1	0.91	195	952872	577767	515415	0	0	0
F13379	683.3593	483.87	0.8	0.95	196	1447859	1496518	1515014	0	0	0
F13380	357.6863	175.61	1	0.55	33	528504	551162	588729	0	0	0
F13381	357.6863	418.51	1	0.8	126	1195363	1636270	1479057	0	0	0
F13382	683.9996	793.12	1	0.74	59	895904	3365	1598849	0	0	0
F13383	683.9996	802.36	1	0.99	48	0	1664077	37121	0	0	0
F13384	250.0328	769.94	1	0.98	464	0	0	0	3218715	3685532	0
F13385	686.2794	642.9	1	0.85	964	5503389	5563015	6583732	0	0	0
F13386	373.1805	786.48	0.75	0.99	158	0	0	598863	0	0	0
F13387	686.304	418.51	1	0.92	62	1157491	1089577	1083020	0	0	0
F13388	257.2708	163.9	1	0.94	9	0	0	0	805493	764967	0
F13389	686.3192	487.42	1	0.98	124	1267878	1310734	1208571	0	0	0
F13390	686.4986	139.87	1	0.55	162	704577	640599	1172490	1335153	701429	0
F13391	686.4986	165.91	1	0.95	363	0	0	2495595	2590212	0	0
F13392	381.7094	168.67	1	0.7	93	0	0	838225	0	0	0
F13393	687.2828	641.74	1	0.84	94	1601424	1894731	1806271	0	0	0
F13394	266.9446	807.69	1	0.8	308	0	0	0	1338064	1016828	0
F13395	270.1488	161.85	0.73	0.44	63	0	0	0	555486	364454	0
F13396	687.478	158.76	1	0.88	582	3459071	3213614	3735486	0	570276	0
F13397	687.478	236.86	0.81	0.67	95	245035	30551	355410	0	70571	0
F13398	688.4411	141.99	0.83	0.72	109	352862	541176	0	533919	433745	0
F13399	385.2861	159.79	1	0.77	71	0	0	184241	467455	0	0
F13400	386.7213	795.26	1	1	46	0	0	1411662	0	0	0
F13401	389.1956	236.86	0.56	0.85	107	0	0	510848	0	573695	0
F13402	288.0359	842.03	1	0.97	125	0	0	0	876954	909209	0
F13403	292.1022	409.75	1	0.9	58	0	0	0	1388655	0	0
F13404	399.176	799.39	1	0.98	86	0	0	0	461476	460964	0
F13405	399.3215	159.79	1	0.68	182	0	0	392430	343934	464057	0
F13406	302.0862	805.42	1	0.9	66	0	0	0	389030	0	0
F13407	305.0877	806.49	1	0.9	138	0	0	0	434267	430144	0
F13408	407.2076	148.57	0.62	0.88	112	0	0	1034463	0	0	0
F13409	315.0976	235.83	1	0.99	111	0	0	0	416394	313677	0
F13410	358.2074	146.83	1	0.82	35	766534	776225	808898	0	636383	0
F13411	358.2074	515.55	1	1	59	0	2154962	2263387	2913023	3005475	0
F13412	688.4923	170.53	1	0.38	157	4791460	5534610	5333057	1370204	0	0
F13413	315.331	158.76	0.57	0.76	34	0	0	0	426652	505439	0
F13414	359.0914	772.94	1	0.88	23	2572907	22523	2095437	0	0	0
F13415	359.0914	781.02	1	0.96	19	49172	2927353	728834	0	0	0
F13416	412.3656	145.04	1	0.47	164	0	0	963854	648011	0	0
F13417	317.1519	118.83	1	0.98	384	0	0	0	4991464	0	0
F13418	690.347	144.07	0.4	0.72	70	294545	0	0	0	369241	0
F13419	320.0531	836.75	1	0.89	196	0	0	0	1159927	1096285	0
F13420	690.4207	144.07	1	0.9	59	587373	0	0	317410	844220	0
F13421	415.3038	145.04	1	0.79	102	0	0	360283	0	291824	0
F13422	359.2779	141.99	0.8	0.63	79	352338	92277	219337	322706	231441	0
F13423	359.2779	173.54	0.81	0.91	72	266534	230427	188742	216547	235677	0
F13424	359.2779	253.71	1	0.88	137	671651	40941	744117	605263	722694	0
F13425	691.0602	815.52	1	0.98	848	4701278	18060	4046980	0	0	0
F13426	691.0602	826.81	1	0.98	559	164488	5077545	525856	0	0	0
F13427	360.1236	242.72	0.82	0.47	57	265287	11861	519878	0	0	0
F13428	360.1236	782.14	0.94	0.49	63	726507	990278	945131	0	0	0
F13429	692.0636	815.52	1	0.97	22	1017463	1887	803323	0	0	0
F13430	692.0636	826.81	1	0.89	14	1927	1008870	39107	0	0	0
F13431	417.2862	145.95	1	0.81	160	0	0	1998643	0	0	0
F13432	417.2862	173.54	1	0.81	52	0	0	809552	0	0	0
F13433	417.2862	185.63	1	0.84	47	0	0	1208890	0	0	0
F13434	417.2862	208.68	1	0.87	60	0	0	2735417	0	0	0
F13435	417.2862	238.79	1	0.98	97	0	0	1192540	0	0	0
F13436	417.2862	276.1	1	0.98	123	0	0	4193285	1679	0	0
F13437	692.4052	176.62	1	0.86	38	199571	189028	205210	0	0	0
F13438	692.4052	187.59	1	0.86	88	1178897	1066515	1085387	0	0	0
F13439	692.4052	324.4	1	0.97	54	1109533	1170006	1093103	0	0	0
F13440	418.254	187.59	0.67	0.85	13	0	0	451130	0	343504	0
F13441	360.1476	175.61	0.41	0.73	15	186699	129265	105950	233785	164606	0
F13442	693.0553	815.52	1	0.6	331	1880212	1885706	1918964	0	0	0
F13443	424.2475	145.95	0.75	0.91	104	0	0	451191	0	0	0
F13444	694.1834	690.05	1	0.53	47	693550	626663	599302	0	0	0
F13445	432.3477	144.07	0.62	0.92	191	0	0	1088095	0	1126854	0
F13446	360.1502	155.75	1	0.79	89	464909	307724	77709	199419	116314	0
F13447	360.1502	806.49	1	0.78	1483	33482181	33252939	31192772	171999	193853	0
F13448	361.0873	782.14	1	0.35	120	858283	1009943	980475	0	0	0
F13449	697.3377	173.54	1	0.81	204	832858	924026	1383940	0	0	0
F13450	697.3377	419.6	1	0.98	842	4030936	4237353	4727800	0	0	0
F13451	698.3226	440.82	1	0.99	229	997795	1045996	1230977	0	0	0
F13452	324.1897	803.36	1	0.99	986	0	0	0	3305623	3348574	0
F13453	361.1537	806.49	1	0.81	279	3384477	3311645	3095337	0	0	0
F13454	361.1537	849.14	1	0.9	70	782416	9074	697401	0	0	0
F13455	361.1537	860.24	1	0.97	67	16473	772617	102305	0	0	0
F13456	698.3413	418.51	1	0.89	45	1310512	1310790	1427778	0	0	0
F13457	699.2744	773.92	1	0.98	88	829140	0	756653	0	0	0
F13458	330.1551	237.83	0.73	0.82	48	0	0	0	614379	538530	0
F13459	361.2204	182.68	0.52	0.78	55	429479	0	538879	0	425206	0
F13460	699.5616	159.79	1	0.88	92	794862	447186	717817	0	0	0
F13461	362.084	781.02	1	0.95	625	3594631	95258	4326039	0	0	0
F13462	362.084	789.84	1	0.99	520	24866	4383544	352830	0	0	0
F13463	701.3408	172.51	1	0.82	44	430896	0	0	0	0	0
F13464	702.4206	145.04	0.8	0.7	68	1434906	0	0	0	0	0
F13465	363.1421	187.59	0.98	0.42	34	3764785	0	0	3644507	2926338	0
F13466	363.1421	334.77	0.97	0.95	64	3646983	0	0	3562566	2914864	0
F13467	338.2665	164.92	0.8	0.87	247	0	0	0	364990	947742	0
F13468	702.5064	171.5	1	0.95	56	1953352	2388720	2519191	0	0	0
F13469	702.5064	254.73	0.77	0.65	24	976430	0	2419522	0	0	0
F13470	363.257	164.92	0.9	0.53	109	337543	426827	189446	0	0	0
F13471	363.257	170.53	0.9	0.81	130	498522	595422	512523	0	0	0
F13472	363.257	237.83	0.89	0.83	132	488942	5637	465279	0	0	0
F13473	339.1802	236.86	1	0.98	62	0	0	0	737665	750015	0
F13474	703.4724	164.92	0.83	0.66	64	574697	0	0	0	0	0
F13475	363.2848	158.76	1	0.87	1135	3479122	3360059	2732003	893812	695997	0
F13476	363.6964	499.99	1	0.98	116	817174	797810	945897	0	0	0
F13477	340.2561	145.04	1	0.92	151	0	0	0	393621	551708	0
F13478	347.1491	238.79	1	0.97	201	0	0	0	923005	808765	0
F13479	366.1089	851.21	1	0.85	54	639795	3766	705380	0	0	0
F13480	366.1089	860.24	1	0.98	51	11564	748496	100347	0	0	0
F13481	348.3603	161.85	1	0.95	31	0	0	0	1416890	1521146	0
F13482	350.1147	830.17	1	0.96	13	0	0	0	667582	709188	0
F13483	367.207	157.74	1	0.92	107	640549	259859	0	0	0	0
F13484	351.1954	145.04	0.75	0.96	231	0	0	0	1600057	0	0
F13485	367.2113	237.83	0.4	0.74	90	287385	8659	0	0	402376	0
F13486	359.1513	788.71	1	0.83	52	0	0	0	516345	486317	0
F13487	361.311	143.05	1	0.93	70	0	0	0	285730	320709	0
F13488	703.5094	172.51	1	0.89	87	675435	879289	1061087	0	0	0
F13489	703.5094	251.7	1	0.81	48	599526	0	1070337	0	0	0
F13490	703.5094	274.08	0.91	0.34	20	0	674818	0	0	0	0
F13491	366.1691	910.32	0.87	0.47	6	0	0	0	16005035	14389303	0
F13492	366.2009	152.07	1	0.85	1025	0	0	0	3873904	3265779	0
F13493	704.5221	172.51	1	0.66	182	2832333	3201483	2903468	0	0	0
F13494	704.5221	252.7	1	0.39	137	3101635	3241910	3488205	0	0	0
F13495	369.1138	802.36	1	0.92	72	0	0	0	525331	615468	0
F13496	705.2107	138.82	1	0.98	580	2076230	3665522	4517208	2712377	4525301	0
F13497	373.3834	238.79	1	0.96	9	0	0	0	408616	485957	0
F13498	705.4541	154.79	1	0.85	148	758158	0	0	0	0	0
F13499	379.1492	836.75	1	0.99	152	0	0	0	1013699	900142	0
F13500	705.5254	250.69	0.62	0.47	6	1125837	0	0	0	0	0
F13501	381.2156	237.83	1	0.95	124	0	0	0	901735	0	0
F13502	706.4153	157.74	0.25	0.72	42	103006	234689	0	0	90835	0
F13503	706.4927	171.5	0.83	0.95	110	1225430	0	0	0	0	0
F13504	385.3145	144.07	1	0.54	30	0	0	0	519948	585994	0
F13505	708.395	145.04	1	0.66	45	244569	0	0	464674	0	0
F13506	388.0438	802.36	1	0.97	9	0	0	0	318461	408008	0
F13507	712.5192	157.74	1	0.7	531	3223168	2898092	0	5478510	0	0
F13508	390.2012	701.1	0.88	0.84	53	0	0	0	758575	741433	0
F13509	713.0424	815.52	1	0.98	253	2155240	0	1590094	0	0	0
F13510	713.0424	826.81	1	0.95	183	14322	2165787	222733	0	0	0
F13511	367.231	147.7	0.88	0.67	76	140737	130701	481495	0	225288	0
F13512	367.231	237.83	0.82	0.5	39	286010	324678	340085	0	265106	0
F13513	713.3403	147.7	1	0.92	1468	2319238	1716781	3089918	1425139	3094149	0
F13514	714.2747	602.26	1	0.99	303	3240122	3806241	4183991	0	0	0
F13515	368.2906	159.79	1	0.65	87	670362	382497	468562	0	0	0
F13516	714.3535	171.5	1	0.74	107	381660	0	370264	0	436251	0
F13517	715.0375	815.52	1	0.51	97	893377	802716	799983	0	0	0
F13518	407.2051	237.83	1	0.75	62	0	0	0	1237583	677772	0
F13519	369.3111	164.92	1	0.51	80	549445	693245	0	0	0	0
F13520	716.5247	171.5	1	0.68	333	2037031	2212457	1808776	0	0	0
F13521	716.5247	238.79	1	0.81	439	2381194	15990	2838295	0	0	0
F13522	716.5247	257.76	0.89	0.45	149	33248	2614935	108634	0	0	0
F13523	410.3817	157.74	1	0.98	5	0	0	0	767980	0	0
F13524	430.3062	418.51	1	0.98	13	0	0	0	405980	396561	0
F13525	370.1858	163.9	1	0.73	83	81275	480359	395692	539362	435598	0
F13526	370.1858	171.5	1	0.56	87	724893	657170	771802	466224	574888	0
F13527	370.1858	237.83	1	0.57	105	884250	1012779	1171941	1051477	1164435	0
F13528	718.4713	201.71	1	0.78	10	29316352	0	0	16246459	0	0
F13529	370.2343	160.81	1	0.92	277	1780127	0	0	0	0	0
F13530	720.5219	155.75	1	0.85	480	1420579	0	0	2023793	1306479	0
F13531	441.1665	687.86	1	0.96	53	0	0	0	802100	880470	0
F13532	725.3812	499.99	1	0.99	334	4816941	4968261	5482905	0	0	0
F13533	726.3651	433.89	1	0.98	143	1344445	1454072	1511691	0	0	0
F13534	371.17	162.88	1	0.92	216	431178	582928	337727	542270	371979	0
F13535	371.17	169.59	1	0.74	149	558238	540266	352878	444618	233476	0
F13536	371.17	236.86	1	0.88	103	255636	2396	227074	270636	246311	0
F13537	726.3846	499.99	1	0.98	360	1477566	1638803	1755282	0	0	0
F13538	445.1865	551.99	1	0.97	54	0	0	0	1194988	1073036	0
F13539	371.3097	160.81	1	0.87	169	526546	679987	482405	0	0	0
F13540	445.2258	145.95	1	0.85	228	0	0	0	2122517	5057521	0
F13541	730.5248	140.93	1	0.93	1900	5817810	6712874	5623076	0	6643812	0
F13542	371.3268	172.51	1	0.98	382	1336671	1345554	1276304	0	0	0
F13543	371.3268	332.67	1	0.91	209	3284019	3405187	3260066	0	0	0
F13544	459.1489	836.75	1	0.96	97	0	0	0	702553	0	0
F13545	372.2379	147.7	1	0.43	103	1676756	2129452	1352807	1140291	1310812	0
F13546	372.2379	238.79	1	0.71	55	460405	434745	548819	454855	531323	0
F13547	730.5375	171.5	1	0.82	2055	20300751	20707967	20486472	0	0	0
F13548	730.5375	248.68	1	0.61	1691	19046739	476098	21828989	0	0	0
F13549	730.5375	265.88	1	0.58	659	960814	21267500	1628101	0	0	0
F13550	459.6427	690.05	1	0.94	45	0	0	0	1095987	0	0
F13551	730.922	807.69	0.8	0.94	12	0	432193	0	0	0	0
F13552	730.922	820.99	0.78	0.95	12	0	0	0	0	559357	0
F13553	461.2862	162.88	0.75	0.9	48	0	0	0	503852	539407	0
F13554	372.2899	144.07	1	0.88	84	373331	446972	400174	591408	502943	0
F13555	372.2899	891.04	0.72	0.96	23	25267	43182	27437	946511	884746	0
F13556	471.4027	158.76	1	0.49	103	0	0	0	1268525	0	0
F13557	731.5408	171.5	1	0.75	615	8858938	8732267	0	0	0	0
F13558	731.5408	247.67	1	0.41	468	8152370	50680	0	0	0	0
F13559	731.5408	265.88	1	0.52	304	524354	9342885	0	0	0	0
F13560	373.3252	160.81	1	0.46	160	1021709	795746	1253918	0	0	0
F13561	373.3252	171.5	0.96	0.57	68	1248457	1140492	1058470	0	0	0
F13562	732.4671	143.05	1	0.77	98	478828	313953	477362	343808	0	0
F13563	374.1702	641.74	1	0.58	14	789482	704528	916438	0	0	0
F13564	374.1854	499.99	1	0.99	1096	5836807	5818914	6196217	0	0	0
F13565	481.3526	141.99	1	0.74	39	0	0	0	812573	0	0
F13566	734.4645	143.05	1	0.87	179	1206954	697630	567726	1177156	473704	0
F13567	734.5776	139.87	1	0.88	8	762700	0	0	0	0	0
F13568	374.3095	159.79	1	0.87	159	1002003	971775	884651	0	0	0
F13569	374.6871	499.99	1	0.99	340	1849787	1923185	2007270	0	0	0
F13570	489.2672	169.59	1	0.8	40	0	0	0	454709	0	0
F13571	735.0244	813.39	1	0.98	55	962604	0	0	0	0	0
F13572	735.0244	827.95	1	0.95	55	6110	861166	0	0	0	0
F13573	489.6859	519.87	1	0.97	70	0	0	0	876087	0	0
