id_number	mz	rtime	cSelectivity	goodness_fitting	snr	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F6380	460.2328	146.83	1	0.61	275	534018	605126	463247	829361	754959	1044620
F6381	460.2328	158.76	1	0.72	209	107712	414074	507629	372983	512429	483653
F6382	460.2328	235.83	0.97	0.72	80	163811	21101	120690	211394	170460	193379
F6383	421.2048	187.59	1	0.9	252	486107	537162	707593	415889	588825	601161
F6384	421.2048	238.79	1	0.95	521	891526	10711	1156771	825903	774003	960580
F6385	421.2048	257.76	0.88	0.63	94	0	859085	0	0	0	0
F6386	372.231	202.7	1	0.98	315	1512634	1454441	1816840	1651114	1734669	1728294
F6387	372.231	275.09	1	0.98	559	2907812	61322	3243716	3207724	3080926	3095567
F6388	372.231	301.39	1	0.99	108	9008	3040618	15200	16845	16446	17248
F6389	503.2831	144.07	1	0.85	363	539855	488403	677738	606769	755649	533148
F6390	503.2831	165.91	1	0.84	839	274780	1600932	2270284	1699815	1056121	2632328
F6391	421.2194	170.53	1	0.69	163	1585529	1050623	1244718	1450017	1081166	1182970
F6392	421.2194	225.83	1	0.47	31	243521	262436	256985	687037	175175	211647
F6393	372.2534	145.04	1	0.96	687	1067095	1315003	1774197	1539517	1109460	1720378
F6394	372.2534	163.9	1	0.97	909	2264421	2303816	2760909	3094553	2805875	2991706
F6395	372.2534	238.79	1	0.9	1941	4629139	42459	5068879	4899407	4936254	5142442
F6396	372.2534	257.76	1	0.51	317	53599	4883277	149023	17555	48110	117554
F6397	460.2691	147.7	1	0.97	3133	13061348	14437643	14967146	12025846	13515138	13482222
F6398	460.2691	411.94	1	0.95	303	1596242	1675334	1495836	1528467	1598478	1634621
F6399	421.2222	237.83	1	0.92	124	356069	76565	324246	0	433272	321018
F6400	421.2222	315.25	0.94	0.87	69	1147466	1088640	1232008	0	1269953	1400639
F6401	503.2996	145.04	1	0.88	406	1076385	1150424	1563725	1375013	1673293	806031
F6402	503.2996	153.86	1	0.47	204	888309	296533	625245	999217	436232	568152
F6403	503.2996	236.86	1	0.82	63	327538	51371	240384	296256	245929	237574
F6404	372.2591	268.97	1	0.97	186	51577930	13952251	69247668	44042115	48006107	53310647
F6405	372.2591	298.16	1	0.98	42	1223500	56489082	1402864	1181874	1249296	1312758
F6406	421.2259	146.83	1	0.95	1524	2981434	3512850	3846455	2621567	3806249	3680647
F6407	421.2259	157.74	1	0.88	320	1099256	838703	740623	943080	827104	1100205
F6408	460.2756	174.58	1	0.96	2012	48328988	54582453	53777223	64705057	58074380	65017400
F6409	460.2756	186.61	1	0.98	4213	126625931	135403874	153906935	110750020	134249715	144519256
F6410	460.2756	238.79	1	0.94	7433	135313571	153520557	171158519	143218804	155207462	175970724
F6411	372.2742	145.04	1	0.89	520	3648707	4352878	4235769	3351181	3361447	3427149
F6412	372.2742	236.86	0.97	0.46	60	570336	577383	360931	714024	783323	661300
F6413	421.255	133.55	0.84	0.98	36	0	0	0	248881	0	290138
F6414	460.3056	146.83	1	0.92	1696	5354036	4577273	5117209	3689207	4560000	5318190
F6415	460.3056	485.06	0.97	0.96	64	0	0	1362847	0	0	0
F6416	372.2854	237.83	0.5	0.7	149	287465	0	289510	0	0	137448
F6417	421.2782	156.73	0.73	0.38	132	0	163756	0	305435	319954	488190
F6418	421.2782	236.86	0.63	0.86	95	0	82117	0	355443	388949	373633
F6419	460.3116	172.51	1	0.6	68	10047619	10197185	10892386	10290338	10750394	11090515
F6420	372.311	141.99	1	0.96	2929	6162531	6095205	6386470	6562676	6419333	6160043
F6421	372.311	155.75	0.79	0.42	57	29875	130925	54158	39415	68318	127763
F6422	421.2952	145.04	1	0.89	415	2250860	2310955	2690928	0	1062584	1579739
F6423	460.3268	146.83	1	0.85	1032	2740961	3292559	4269839	3391838	2935759	2997336
F6424	421.317	145.95	1	0.99	17994	24293566	27091398	30603843	33155409	34721197	35248474
F6425	460.3426	145.04	1	0.97	1187	2919167	3345265	3038374	3641853	3140486	2988275
F6426	460.3426	175.61	0.92	0.86	97	0	0	35591	408599	343260	396976
F6427	460.3426	414.1	1	0.99	442	9766	5614	24198	1330713	1307421	1317920
F6428	421.3301	141.99	1	0.82	619	1454408	1740296	1733093	1398411	1196931	1161050
F6429	460.3506	140.93	1	0.61	68	872242	738842	597133	0	486583	368491
F6430	372.322	159.79	1	0.83	658	8261534	7707542	8146524	2415735	2650891	2865639
F6431	372.322	172.51	1	0.77	286	6596753	6583495	6737654	2714053	2738173	2633338
F6432	421.3785	158.76	1	0.99	20	0	975267	0	1696957	1388020	1255728
F6433	503.32	145.04	1	0.8	6	383115	223125	210140	81243	233198	262653
F6434	503.32	156.73	1	0.93	55	2418075	3278049	3002448	2813403	2448739	2862751
F6435	503.32	227.85	1	0.75	11	3644222	2814414	3672325	3772656	3542556	3790138
F6436	503.32	347.34	1	0.71	10	11293782	12150147	11384125	11572098	11249258	11473985
F6437	460.364	143.05	1	0.96	961	1793935	2290572	1346927	1628860	1413631	2052151
F6438	460.3713	145.95	1	0.7	103	4253009	0	0	0	0	3568766
F6439	372.3472	145.04	1	0.91	648	1315397	1213470	1411211	1234386	1304098	1214938
F6440	372.3472	155.75	1	0.85	292	193069	372232	344636	573229	777889	892685
F6441	460.3786	143.05	1	0.86	567	3138502	3351256	3186734	3099751	3182693	1504449
F6442	460.3786	155.75	1	0.86	478	1425556	1504379	2091380	998159	907846	1825873
F6443	503.3358	120.95	0.95	0.87	55	582753	518533	469150	552767	557654	491063
F6444	503.3358	144.07	1	0.94	228	1633238	1160539	1830449	2228085	1473469	1708807
F6445	460.3999	145.04	1	0.98	1855	3196744	2873350	3341233	3224299	3261655	2651838
F6446	372.8294	788.71	1	0.85	94	866256	0	386232	0	0	0
F6447	372.8294	801.36	1	0.93	93	0	724696	0	0	0	0
F6448	372.8294	813.39	1	0.97	254	0	0	3659	854337	648971	530624
F6449	460.4853	148.57	1	0.87	14	0	0	0	0	2906851	1984351
F6450	373.0805	145.04	1	0.48	763	560139	985083	1010573	1142188	1755018	1795932
F6451	503.3562	143.05	0.71	0.92	277	711599	642044	663524	692771	589200	700924
F6452	373.0982	141.99	1	0.99	990	2870032	4088489	4706571	5315604	5974739	6741729
F6453	461.1851	512.33	1	0.99	729	5540786	6224259	6730365	0	0	0
F6454	461.1851	802.36	1	0.96	58	0	0	0	0	0	652533
F6455	503.3625	172.51	1	0.94	305	1280366	587770	823083	1423731	474831	1562336
F6456	373.1044	140.93	1	0.63	277	0	0	406781	631367	533485	555920
F6457	503.3738	141.99	1	0.97	875	3239986	3879017	4148393	3813450	4626763	3789896
F6458	373.1263	153.86	1	0.94	1015	5408234	4780055	4419027	4879051	4701211	3589793
F6459	503.3864	162.88	1	0.97	1094	0	3333794	0	4772751	4374613	4563519
F6460	503.3864	171.5	1	0.98	982	0	65446	0	6145022	5534916	5477550
F6461	503.3864	414.1	1	0.98	1443	0	0	0	7279392	7176280	7316034
F6462	461.2152	165.91	1	0.9	126	1255658	936879	900587	891192	521700	519500
F6463	461.2152	236.86	0.89	0.78	53	414412	232627	404772	505554	348324	397097
F6464	461.2152	715.45	0.88	0.98	42	1096649	1255668	1303046	32457	26355	58666
F6465	373.1488	162.88	1	0.97	1716	3570286	3648935	3458473	2768814	2939144	2774239
F6466	503.3938	146.83	1	0.95	4713	9351946	9466862	8891232	5609205	6245052	7258612
F6467	503.4099	140.93	1	0.99	2548	3341628	1565299	3132403	3435997	3795533	3899687
F6468	503.4575	172.51	1	0.75	114	1564585	1519603	1398503	878544	780032	972970
F6469	503.4575	237.83	1	0.94	189	835859	43640	861625	529741	487940	417691
F6470	503.4575	256.74	1	0.4	37	0	797684	0	0	0	0
F6471	461.2516	157.74	1	0.97	1458	22459357	18204213	1006598	17562181	16723230	17305684
F6472	504.2445	145.95	1	0.96	4817	16295395	14927362	15194242	15836718	15769507	14817555
F6473	504.2596	145.04	1	0.83	715	1268892	2259095	1975849	1734072	2614092	1823017
F6474	504.2596	236.86	0.97	0.87	69	120965	8469	141976	127377	155268	127703
F6475	504.2656	176.62	0.87	0.72	63	127107	165488	136341	252940	0	172467
F6476	504.2656	187.59	0.87	0.88	60	125118	134701	124802	136262	0	154215
F6477	504.2816	143.05	1	0.99	1575	2546083	2730454	2756225	3308743	2991492	3119776
F6478	504.2816	158.76	0.67	0.53	82	175790	68061	179811	183281	96120	111848
F6479	504.2816	238.79	0.67	0.9	139	289060	41388	408642	375621	379280	344317
F6480	504.2957	145.04	1	0.93	2094	8859417	9091019	8668781	7597776	8825533	9136486
F6481	504.2957	235.83	0.98	0.89	43	179106	15708	113729	151644	135174	157039
F6482	504.2957	413.02	0.97	0.93	62	135547	159894	168606	142404	162932	174011
F6483	461.2724	149.44	1	0.87	444	1813555	3643307	2256154	1990753	1973615	2241621
F6484	461.2724	161.85	1	0.55	236	1553296	1853824	1742523	1572053	1824005	1858759
F6485	504.3024	174.58	1	0.79	244	1458842	1307638	1112850	1713391	1594687	1657849
F6486	504.3024	186.61	1	0.95	196	1490701	1392894	1652995	1261737	1452025	1469302
F6487	504.3024	239.78	1	0.86	247	1140243	0	1713835	1310008	1485964	1402020
F6488	504.3024	259.78	0.98	0.85	80	1042369	2459645	1135342	822183	902940	1045556
F6489	461.2789	175.61	1	0.94	3443	9466034	10733876	10778878	12919289	11447238	12938646
F6490	461.2789	186.61	1	0.98	7609	26266453	27916007	31619163	22798274	27005572	29703699
F6491	461.2789	239.78	1	0.93	13229	27301630	30225638	35205350	29055529	31628660	35862852
F6492	504.3321	146.83	1	0.96	340	3513298	5135180	5128266	3522710	4575958	4627385
F6493	504.3321	167.76	1	0.98	270	1946730	1740420	1610346	1835197	1926537	1290780
F6494	504.3321	247.67	1	0.44	75	2647946	3036886	3090180	2957351	2703899	3059325
F6495	373.2197	147.7	1	0.32	23	177511	50867	202441	56910	52129	138768
F6496	373.2197	155.75	1	0.91	358	1894224	2417665	1854942	1917183	1793511	1283132
F6497	373.2197	164.92	1	0.59	99	1346979	1169044	1302814	1390492	1319281	1742523
F6498	461.2891	146.83	1	0.96	144	2341564	1865933	2727198	1099558	1835650	2238638
F6499	504.3388	174.58	1	0.89	107	1963245	1962235	1840597	2567448	2111159	2235491
F6500	504.3388	186.61	1	0.78	93	3102679	3106849	3477072	2621547	2835239	3004953
F6501	504.3388	239.78	1	0.97	188	1988475	107912	2667375	2623382	2547143	2999849
F6502	504.3388	287.59	1	0.91	29	1221676	1075639	1361443	991227	934995	1120420
F6503	461.3153	187.59	1	0.66	185	2048385	1996684	2393230	2065041	2230340	2388705
F6504	461.3153	239.78	1	0.96	305	632212	93916	861019	807655	913851	954364
F6505	461.3153	281.29	1	0.95	146	1156197	88408	1349946	994185	1094197	1153282
F6506	461.3153	303.64	1	0.86	37	2081	1291744	22522	2728	6694	22360
F6507	373.2269	144.07	1	0.59	11	0	172279	148125	28382	206213	33377
F6508	373.2269	174.58	1	0.82	59	861244	854626	869484	1125204	1048614	941441
F6509	373.2269	186.61	1	0.98	140	2606325	2466479	2781786	2387257	2627405	2528937
F6510	373.2269	239.78	1	0.96	147	1969237	287850	2073103	2080233	2117130	2135228
F6511	373.2269	258.76	1	0.46	22	88970	1694102	111751	42674	79013	102668
F6512	504.3531	152.96	1	0.92	1005	5383296	6160419	5670508	4445200	5976003	5295909
F6513	504.3688	145.95	1	0.92	1566	6977181	6205472	6608459	6750587	6699986	8373569
F6514	461.3263	145.04	1	0.97	632	2406831	2767620	2935934	2257101	2290992	1663863
F6515	461.3263	156.73	0.96	0.7	52	90898	50899	181390	192041	124084	0
F6516	422.217	145.95	0.69	0.6	26	241233	139353	72150	48312	159317	80780
F6517	422.217	212.72	1	0.98	229	3645998	3632997	3806799	4341825	4283954	4484570
F6518	504.3777	140.93	1	0.94	129	471097	554931	497469	0	440512	479250
F6519	461.3453	117.76	1	0.9	155	375823	456610	428231	322610	458784	408602
F6520	461.3453	150.31	1	0.52	666	1330780	1177837	1166401	3638026	2902815	1100012
F6521	422.2204	415.18	1	0.97	65	2275	0	0	177616	214062	212697
F6522	504.3898	145.04	1	0.93	1096	2845727	3766527	3028814	2553079	2889729	2506646
F6523	504.3898	162.88	1	0.94	255	232924	187588	232131	365962	422355	536193
F6524	461.363	140.93	1	0.98	1432	2762870	2470916	2617077	2400844	2875872	3107558
F6525	504.4053	140.93	1	0.96	744	3002890	2672871	3631629	2060165	2991298	3464981
F6526	373.2334	275.09	0.87	0.61	18	655035	517522	500490	566529	353518	433119
F6527	373.2334	414.1	0.97	0.98	32	266387	365591	301817	285554	282591	261429
F6528	373.2334	693.39	0.98	0.96	25	888971	34995	897964	0	0	0
F6529	373.2334	711.03	0.96	0.87	37	656937	1179819	417238	892573	761975	715814
F6530	422.2385	163.9	1	0.7	230	3264309	3173353	3499296	3328357	3798728	3112037
F6531	422.2385	236.86	0.99	0.45	35	1876121	2050109	2097421	2026095	2177208	2103446
F6532	504.4136	140.93	1	0.9	7	0	0	697604	704329	812331	621817
F6533	461.7016	578.7	1	0.98	500	0	0	0	3806510	4274551	4564787
F6534	504.4263	145.04	1	0.99	7548	10242839	12018520	12485129	10155218	11357469	10909235
F6535	373.2371	148.57	1	0.95	2585	11022147	11168170	12492963	12152807	12488227	11557286
F6536	373.2371	237.83	1	0.95	250	707909	123343	671889	827512	762884	895151
F6537	504.4416	140.93	1	0.96	466	1496856	1727979	1733556	1970719	1654010	1731377
F6538	462.1469	140.93	1	0.97	21	4053560	4728652	4925929	3782361	4964101	4822974
F6539	505.0875	144.07	1	0.89	359	798630	1558678	1569836	1358891	1594036	2838458
F6540	462.1705	802.36	1	0.98	23	0	0	0	686583	820456	1041932
F6541	422.2535	146.83	1	0.97	326	2295009	2650673	2476525	1340324	2123142	2230453
F6542	422.2535	155.75	1	0.76	173	1784957	930587	1580573	1321830	891155	1533736
F6543	422.2535	168.67	1	0.71	95	566843	187646	455111	198217	174974	568408
F6544	422.2535	237.83	1	0.85	115	1259669	1204032	1283802	1363743	1430347	1426263
F6545	422.2535	414.1	0.98	0.42	43	353208	401301	364329	479198	473282	477136
F6546	462.1738	185.63	0.88	0.75	78	330007	287500	397982	169762	282655	312634
F6547	462.1738	238.79	1	0.75	189	538722	3291	647475	552518	308662	353240
F6548	373.2565	145.04	1	0.58	88	70670	55952	261413	150740	200763	111703
F6549	373.2565	165.91	1	0.56	151	333687	659262	305445	262580	300863	263657
F6550	373.2565	238.79	1	0.89	501	1047410	16815	1220375	1074559	1216497	1262840
F6551	373.2565	257.76	1	0.46	102	0	1314604	26993	11450	10219	41315
F6552	422.2563	171.5	1	0.95	383	251595	686944	538661	855056	914496	730270
F6553	505.2394	146.83	1	0.79	178	960723	548857	887727	1020374	821886	1185915
F6554	505.2394	169.59	1	0.95	110	1763636	1237074	1240924	1351130	1404527	1347295
F6555	505.2394	690.05	0.95	0.94	21	896025	968005	1166732	1115222	1164116	1068872
F6556	373.2625	269.98	1	0.97	307	8134014	1557593	10898315	6911198	7517224	8543377
F6557	373.2625	298.16	1	0.92	66	159506	9263335	155792	81852	135540	176183
F6558	373.2693	166.85	1	0.7	179	0	0	0	305243	431150	404233
F6559	373.2733	145.04	1	0.93	370	551716	916947	941217	934620	0	885256
F6560	373.2937	145.04	0.86	0.5	156	606331	0	0	0	207559	347834
F6561	422.2748	161.85	1	0.95	339	3252524	3041887	3171679	3093725	3105605	3547765
F6562	422.2748	237.83	0.77	0.88	40	2138786	2336482	2410181	2627663	2682918	2740130
F6563	422.2748	429.39	0.9	0.88	125	2138786	2336482	2410181	2627663	2682918	2740130
F6564	373.3058	147.7	1	0.95	248	0	0	230769	1175961	738684	691175
F6565	373.3058	158.76	1	0.94	2236	11485883	11564862	12987765	6152833	5803200	6644379
F6566	373.3145	140.93	1	0.78	40	932404	1030249	0	1053421	899917	858045
F6567	422.2898	146.83	1	0.93	241	4456973	5512886	5653315	4942850	5504544	4402256
F6568	422.2898	236.86	1	0.78	18	503678	456874	534137	489613	595409	545855
F6569	374.098	141.99	1	0.74	264	0	482624	592525	456186	543369	638463
F6570	422.311	153.86	1	0.9	2130	5290169	5548147	6301096	6157399	5956460	6376684
F6571	374.1784	186.61	1	0.85	342	940505	0	1589484	0	0	1558768
F6572	374.1784	243.7	1	0.91	1031	2041246	0	5235835	0	0	4280520
F6573	422.3266	145.04	1	0.91	693	1531484	1444733	1556040	1432444	1446250	1299486
F6574	505.278	153.86	1	0.86	227	15088375	8532659	8799642	12114541	7958040	7372288
F6575	374.1797	169.59	1	0.8	87	1554267	1335135	1443637	1695606	1394206	1172243
F6576	374.1797	187.59	1	0.93	53	176492	1410405	101676	1342139	1594439	160058
F6577	374.1797	242.72	1	0.8	102	498446	372179	511150	3144391	3428536	491796
F6578	374.1797	265.88	1	0.59	46	295589	3710661	344938	272916	359646	282372
F6579	462.2332	125.2	1	0.93	83	717379	619476	0	745650	843490	0
F6580	462.2332	238.79	1	0.79	139	1733802	1824357	1794262	1834322	1615907	1859558
F6581	462.2332	415.18	1	0.93	24	269319	275092	279815	97660	98048	91431
F6582	505.2998	144.07	1	0.94	724	1224266	1359250	1675107	1148712	1315855	1325970
F6583	505.2998	163.9	0.81	0.49	142	292846	401779	501090	566998	170375	78249
F6584	462.2377	124.17	1	0.83	57	0	0	787315	0	0	627353
F6585	374.2172	133.55	0.88	0.97	29	120634	147279	142942	132860	125453	124335
F6586	374.2172	164.92	0.9	0.81	101	1832556	1156042	1202938	1152887	979269	881819
F6587	374.2172	237.83	0.86	0.83	71	687801	176319	681014	500164	532501	502753
F6588	374.2172	256.74	0.87	0.77	33	899391	428425	11821	6720	0	6234
F6589	462.2486	147.7	1	0.84	645	2210652	3561767	2186203	3527702	2951278	2186246
F6590	462.2486	237.83	1	0.88	240	697672	690277	634847	791779	727197	808724
F6591	374.2204	189.56	1	0.9	40	0	660667	0	769986	711041	659363
F6592	374.2204	251.7	1	0.85	42	0	0	0	921253	885671	828723
F6593	462.255	158.76	1	0.94	1320	2765233	2176315	1844181	2020293	2076863	2073658
F6594	374.2325	146.83	1	0.91	555	5764481	6671637	6971530	5393087	5612008	5521952
F6595	374.2325	236.86	1	0.52	37	730726	706959	697148	1016560	862920	752620
F6596	374.2325	411.94	1	0.31	92	3572916	3675175	3580848	3577933	3568185	3752296
F6597	462.2729	189.56	1	0.95	194	588583	531115	562535	581329	652573	545020
F6598	462.2729	263.85	1	0.96	273	1010513	11455	1086701	1048247	1190687	1092824
F6599	462.2729	294.97	0.93	0.41	58	25682	1124878	49444	30333	18521	36734
F6600	374.2405	129.37	1	0.89	81	145551	161965	152345	187950	199304	177584
F6601	374.2405	148.57	1	0.81	440	1342983	532016	1657201	1248465	1221051	1387942
F6602	374.2405	236.86	1	0.89	63	57167	3213	103654	76624	69114	117857
F6603	462.2808	175.61	1	0.77	206	1088594	1332043	1111039	1374036	1435778	1349164
F6604	462.2808	186.61	1	0.96	497	3196156	3704713	4004412	2993561	3598187	3990840
F6605	462.2808	239.78	1	0.97	821	3578794	3187	4716214	2806770	4022753	4863997
F6606	462.2808	259.78	1	0.35	117	0	3896676	0	0	0	0
F6607	422.3474	148.57	0.88	0.8	56	867486	879102	894230	501546	980638	626291
F6608	422.3474	237.83	0.96	0.84	29	590148	191063	739379	579838	598556	611249
F6609	422.8851	829.06	1	0.48	72	0	1011275	1139160	0	0	1076911
F6610	374.2533	147.7	1	0.35	63	2535694	2050860	2078651	2415653	2991773	2168426
F6611	374.2533	236.86	1	0.5	23	624901	522005	509455	528488	604892	617685
F6612	374.2693	145.04	1	0.96	151	1875886	2712150	2498626	2460772	2020016	2166282
F6613	374.2693	164.92	1	0.81	54	868158	598747	906347	980253	671544	1012503
F6614	374.2693	238.79	1	0.83	121	2004316	2204373	2260382	2415011	2423031	2327590
F6615	423.2129	172.51	1	0.86	300	814888	952661	944264	968057	856725	1016104
F6616	423.2129	234.85	0.95	0.69	47	196852	226284	292917	304125	247655	296293
F6617	423.2129	656.29	0.97	0.92	62	0	0	0	357670	304769	357838
F6618	423.2159	145.95	1	0.65	65	2039089	2222591	1835490	1468213	1657884	985500
F6619	423.2159	667.04	0.35	0.9	6	534567	522825	565478	400315	432152	357393
F6620	423.2159	724.31	0.51	0.94	8	1585009	1585669	1541065	1624871	1620660	1565417
F6621	505.3148	154.79	1	0.6	24	181074	0	0	326915	182147	204788
F6622	374.2899	145.95	1	0.97	421	2256565	2295508	2327968	2298837	2535034	1760540
F6623	374.2899	233.86	0.84	0.66	32	314479	298382	298196	286203	312620	286326
F6624	505.3262	137.77	0.2	0.73	33	197869	25226	139971	0	273981	8638
F6625	423.2239	260.8	1	0.92	65	0	0	3218	910254	1239562	1770614
F6626	423.2239	415.18	1	0.98	582	0	0	0	2540808	2656611	2745737
F6627	374.3056	141.99	1	0.94	585	705472	804361	597176	1035033	964066	745700
F6628	462.2849	147.7	1	0.98	5375	29672354	33100197	31032867	27558325	28488608	26895987
F6629	462.2849	235.83	0.92	0.81	59	218036	45757	295030	307093	330068	328160
F6630	374.3268	144.07	1	0.9	214	586749	667819	667712	382858	326908	535109
F6631	423.2701	172.51	0.35	0.73	25	265095	307436	288073	0	0	240361
F6632	505.3347	125.2	1	0.96	185	764463	940238	1078307	919985	917394	1088805
F6633	505.3347	161.85	1	0.98	4566	21489558	19530972	21986453	19773155	18996616	19683763
F6634	505.3347	246.68	0.91	0.62	51	2467297	2545956	2873723	2788303	2482524	2825199
F6635	462.291	189.56	0.94	0.96	219	1594477	1555154	1393201	1917563	1679949	1520213
F6636	374.3376	195.61	0.81	0.82	91	1283656	1188009	1279721	0	447329	432613
F6637	374.3868	238.79	0.62	0.97	686	0	0	0	2750809	2756176	3018562
F6638	505.3422	176.62	0.91	0.74	147	275216	232453	292292	0	218404	310641
F6639	505.3422	187.59	0.91	0.88	159	472873	532613	386555	0	477059	399841
F6640	505.3422	238.79	0.93	0.76	224	344608	0	416079	0	385172	348766
F6641	505.3531	143.05	1	0.93	371	1956026	1980821	2191179	1722823	1686125	1283080
F6642	374.9627	827.95	1	0.89	189	2887077	2893741	3766882	26723	0	0
F6643	374.9627	845.08	1	0.99	344	10489	509660	112802	2784390	3102124	3620060
F6644	423.2748	147.7	1	0.83	187	662356	1066518	812279	0	484339	573845
F6645	423.2748	153.86	0.96	0.33	58	83064	124638	0	0	0	340498
F6646	423.2748	408.65	1	0.95	102	401382	354095	349879	0	400498	412278
F6647	505.3899	141.99	1	0.89	614	2335110	3803834	1674734	3922475	2979688	3903169
F6648	462.3061	144.07	1	0.9	134	443387	340251	446735	375021	561127	211663
F6649	462.3061	157.74	1	0.85	301	1073754	647328	1031858	865161	1271983	859212
F6650	462.3061	171.5	1	0.96	180	492448	641263	305308	516164	546551	449233
F6651	462.3061	236.86	0.97	0.34	35	217835	202818	302354	320761	316029	318319
F6652	505.4254	139.87	1	0.97	319	1347962	1506940	1266202	944578	1561668	1370092
F6653	462.3219	146.83	1	0.96	1692	4401420	4965367	5361381	4940956	5415733	4625965
F6654	423.278	161.85	1	0.63	146	248493	192315	267192	0	223254	280708
F6655	423.278	430.49	1	0.96	92	144606	176990	181560	0	254397	235866
F6656	505.4621	141.99	1	0.68	8	0	0	410271	0	0	377174
F6657	462.3424	152.96	1	0.95	933	4225060	4093066	3596934	3580923	3306382	3500146
F6658	375.1584	148.57	1	0.9	74	1354738	1191079	1423063	1239361	1968356	1651400
F6659	423.2942	158.76	1	0.94	344	422391	292324	361597	556682	403806	682523
F6660	462.353	119.89	1	0.98	1311	2756130	2955963	2874448	2868313	2871914	2879064
F6661	462.353	153.86	1	0.99	10542	16323277	19110924	18920292	15784978	19441768	18668481
F6662	506.2598	164.92	1	0.98	1041	5090311	4384496	4790482	4447180	4197633	4222532
F6663	506.2598	237.83	0.89	0.66	62	380410	639774	597670	401069	558584	528109
F6664	462.3582	144.07	1	0.92	811	0	2962253	2049462	1982281	2604659	2355825
F6665	423.3065	124.17	1	0.92	131	180776	206901	0	227346	238548	218518
F6666	423.3065	160.81	1	0.91	518	639104	664308	0	510259	550876	461483
F6667	423.3108	143.05	1	0.95	645	1822997	1391744	1345078	1330719	1418417	1136944
F6668	462.3945	140.93	1	0.8	901	1582471	2389712	2044841	1920628	1662512	1553232
F6669	423.3471	141.99	1	0.94	391	1296803	1628283	1152991	879109	1707030	1682584
F6670	375.164	149.44	1	0.98	3637	9573088	9270047	9374759	10574611	11141600	9798072
F6671	375.164	172.51	1	0.53	139	423770	468376	412004	419441	268401	344938
F6672	375.164	185.63	1	0.85	95	358343	431132	419594	317044	400436	299677
F6673	375.164	224.81	0.98	0.88	61	239169	103125	347864	252320	215766	305429
F6674	375.164	236.86	0.98	0.8	56	90939	331984	196155	93979	122673	139714
F6675	462.4157	145.95	1	0.8	991	1373781	0	1328397	1212808	1099766	1464106
F6676	506.2762	146.83	1	0.94	61	1486503	1735248	1892609	1595131	2167378	2105115
F6677	506.2762	157.74	1	0.71	12	499665	512904	552793	346086	281965	557110
F6678	506.2762	238.79	1	0.9	8	178297	17314	251727	407144	328269	284176
F6679	423.3835	140.93	1	0.95	103	3259393	2990108	3726977	2541487	3015209	2945402
F6680	462.6571	553.1	1	0.97	458	0	0	0	2788624	3114643	3728347
F6681	424.1208	706.72	1	0.77	74	0	0	0	4622641	4321065	3895513
F6682	375.178	159.79	0.75	0.92	156	418836	285627	197229	219815	374213	91965
F6683	375.178	168.67	0.89	0.94	177	294826	283065	199254	297660	191509	241574
F6684	424.1275	707.79	1	0.72	964	0	0	0	10853455	11014391	11196505
F6685	506.2822	129.37	0.5	0.95	62	194813	124544	122435	185495	145245	138091
F6686	462.855	120.95	1	0.98	606	1390839	1419096	1314777	1446508	1408909	1392494
F6687	462.855	152.96	1	0.97	5919	10252537	11378486	9593735	11961858	9983638	10400031
F6688	424.1851	159.79	0.97	0.6	85	144779	134061	98804	123591	285205	259329
F6689	424.1851	218.68	1	0.97	287	1488174	1507585	1483141	1528633	1470102	1507664
F6690	463.1311	141.99	1	0.97	6226	13366373	19658188	23587032	25830594	31625089	35433740
F6691	506.3113	146.83	1	0.92	1035	4506225	4386993	4516462	4010254	3896071	3827944
F6692	506.3113	156.73	1	0.85	414	836077	1104555	1630915	1555801	1715053	1824618
F6693	506.3113	236.86	1	0.76	112	536025	217349	617661	653659	541937	596462
F6694	463.1464	139.87	1	0.94	26	971118	1002317	1126403	629217	913162	804767
F6695	424.1977	158.76	0.8	0.34	25	0	386205	0	0	0	184530
F6696	375.2162	146.83	1	0.96	344	1985450	2640880	1704510	1437925	2017067	1419520
F6697	375.2162	157.74	1	0.87	370	2800837	2628999	2523278	3013107	3296239	2606083
F6698	375.2162	237.83	1	0.83	87	617041	167467	669886	638625	651607	779802
F6699	375.2162	411.94	0.94	0.67	26	860090	774915	923602	893088	885063	994510
F6700	506.3318	146.83	0.45	0.7	61	0	118448	56566	121821	42988	235480
F6701	506.3318	158.76	0.67	0.97	404	418690	713860	562500	814493	678297	331876
F6702	463.2222	518.79	1	0.98	262	0	0	0	895967	939668	1102709
F6703	506.3384	125.2	0.92	0.89	89	72460	144950	210764	147254	138370	191153
F6704	506.3384	162.88	1	0.93	1735	4601465	1605957	1052875	4161027	2496774	4376830
F6705	463.2475	145.04	0.92	0.48	63	381514	282538	320467	390367	337103	456527
F6706	463.2475	158.76	0.92	0.8	80	854376	0	77179	326332	307498	525631
F6707	506.349	152.96	1	0.95	6473	14430730	13872667	15716485	15960359	16511763	16914134
F6708	506.349	236.86	0.98	0.83	65	121144	0	102976	68382	155438	95562
F6709	506.3683	154.79	1	0.95	1555	6517027	6627796	6105239	9681473	8615681	7181874
F6710	424.2331	145.04	1	0.55	110	326457	303246	532230	414326	293855	329939
