id_number	mz	rtime	neg-12C14N-3-0ev	neg-12C14N-1-0ev	neg-12C14N-2-0ev
F1978	135.0504	301.45	2556217	1749479	2086393
F1980	135.0504	457.13	2408799	1853071	2099745
F1979	135.0504	448.39	751125	490945	613695
F1989	135.0549	467.62	2036813	2022725	2032118
F1991	135.0563	1158.29	2254309	1933075	2131176
F10390	135.0662	450.14	0	5066237	5130425
F10391	135.0662	485.22	0	1657344	1542814
F2001	135.0675	450.14	5123827	16919	26179
F2003	135.0675	1156.5	1177190	1105290	1159116
F2002	135.0675	484.64	1625831	34402	20025
F8681	135.9951	179.24	259954	260495	0
F8678	135.9951	133.79	160165	233207	0
F2037	135.9952	416.55	1815768	5857225	7347344
F2045	136.0163	175.23	31483071	64014204	21106689
F2047	136.0281	460.03	1411672	1396464	1389935
F2051	136.0344	459.45	5763424	5443102	5540108
F2053	136.0344	684.91	3658	314297	314519
F2058	136.0483	252.69	8238803	8101446	8379009
F2057	136.0483	172.37	2139565	2070131	2045089
F2075	136.0879	865.78	1885664	1874637	1801701
F2087	136.8927	421.74	10516640	11639007	10087663
F2088	136.8927	812.84	7738462	8364866	7944198
F2098	136.9117	830.01	1861200	1750633	1710203
F2099	136.914	830.57	3549663	3508190	3315396
F2145	136.9418	416.55	12868375	13496755	13395052
F2153	136.962	864.62	243828	457811	349723
F2154	136.962	869.28	156258	179547	155794
F2168	137.0197	175.23	1775752	4122040	1032547
F2176	137.0454	430.92	7409326	6939278	7299555
F2177	137.0454	513.68	6459096	5663194	6258874
F2186	137.0467	1183.26	3547162	2957563	3455953
F2190	137.0548	1179.11	1328611	1095410	1346806
F2194	137.0605	181.54	17465386	18699005	18131441
F10586	137.0799	231.97	0	0	4154
F2206	137.097	230.8	7306	0	10983
F2219	137.8917	418.28	17025428	17558074	15438363
F2220	137.8917	694.92	10874661	11286655	11327076
F2230	137.9666	285.16	5274592	5617581	5569701
F2242	137.992	93.19	1798932	1813779	1863955
F2244	137.992	180.39	48952	51862	63338
F2253	137.996	835.09	41071289	34974922	36929419
F2252	137.996	827.75	7988960	10277588	9835850
F2282	138.0275	143.05	258414	124631	174303
F2292	138.0639	181.54	712411	693520	763322
F8694	138.0711	805.46	205944	170794	183651
F2302	138.8899	414.23	2291181	2423962	2161946
F2307	138.8899	714.88	992511	1111543	1067650
F2308	138.8899	743.05	992511	1111543	1067650
F2300	138.8899	359.9	484576	521063	431664
F2350	138.9374	413.07	4649068	4781758	4743700
F2379	138.9995	837.36	1082551	669571	907901
F2378	138.9995	827.18	175376	252442	256421
F2380	139.0012	798.62	703174	684113	618351
F2384	139.0068	141.33	263280	159074	220869
F2385	139.0163	805.46	87010	112944	101160
F2429	139.0762	168.96	9422001	10019894	9601916
F2433	139.1127	163.88	473561	495792	616863
F2454	139.9754	834.52	5974671	5364236	5240061
F2449	139.9754	257.25	3474686	3609288	3332792
F2453	139.9754	827.18	1031203	1428591	1167107
F2451	139.9754	321.26	1036722	1023007	1021688
F2460	139.9943	834.52	2210488	1589484	1717804
F2459	139.9943	827.75	651069	747284	729611
F10404	140.0117	852.4	0	778711	732275
F2472	140.0237	805.46	182399	220625	164659
F2480	140.0329	780.68	2328472	2042250	2239421
F2479	140.0329	635.12	528016	477168	543821
F2487	140.0351	775.56	10588628	12253942	11370253
F2513	140.0464	1180.3	9735331	8343691	9380122
F2534	140.0828	819.09	6227419	6360195	6595765
F2541	140.7984	863.46	705527	673712	660800
F2583	140.9324	514.27	380271	303852	465112
F2584	140.9324	521.99	380271	303852	465112
F2611	140.9413	227.88	217714	202641	185992
F2621	140.986	522.58	296568243	300335038	301020797
F2624	140.9923	866.36	476178	488655	472206
F2623	140.9923	667.48	85550	65342	86699
F8785	141.0331	913.45	19299	0	13290
F8784	141.0331	882.78	18245	0	3493
F2687	141.0386	775.56	425717	554905	492162
F2716	141.9854	531.46	14676550	14549456	14844198
F2717	141.9891	534.41	2381341	2373707	2464103
F2721	142.012	170.1	533962	499008	492815
F2722	142.012	187.85	442879	311500	405678
F2742	142.0255	1189.2	1920219	1667430	1829460
F2760	142.0952	254.38	370109	308483	278282
F2761	142.0997	425.18	153511	149858	0
F11	142.7656	252.69	323482	0	433338
F12	142.8844	168.96	1225093	1239246	1106341
F13	142.8844	252.13	929757	994595	988668
F18	142.917	112.36	4932	42665	19400
F64	142.9678	778.42	525785	418741	431479
F70	142.975	833.96	82739462	77450581	80157933
F69	142.975	540.92	14078008	13940921	14342165
F71	142.9809	423.46	917264	1010007	883629
F75	142.9827	530.87	9572231	9638304	9674717
F76	142.9879	423.46	241066	287100	238810
F77	142.9901	532.64	3382282	3366059	3378939
F78	143.0096	1189.2	425420	403983	374282
F10434	143.0521	168.4	0	3075967	0
F140	143.0539	429.77	1106968	1102059	1023888
F141	143.0539	474.65	961839	214986	706914
F142	143.0539	585.65	414064	401998	391563
F138	143.0539	230.8	25569	28958	22820
F8925	143.0825	679.09	1591613	1395253	1624603
F10438	143.0839	170.1	0	92514	269723
F10439	143.0839	253.82	0	107808	173512
F8928	143.0886	169.53	1097032	1109268	804846
F8929	143.0886	251.57	447863	964111	453952
F8936	143.0896	252.13	1049042	869786	1039539
F170	143.1075	252.69	2774810267	2690229846	2704245766
F169	143.1075	168.96	2690917550	2685327959	2647301505
F10505	143.1244	253.26	0	942485	891711
F10504	143.1244	170.1	0	742948	352222
F8946	143.1254	168.96	1239598	0	978726
F8947	143.1254	252.69	1261708	0	549781
F175	143.1273	168.4	282200	842351	449994
F178	143.1325	168.96	1050083	1056110	990643
F179	143.1325	253.26	884571	925936	961139
F10449	143.162	168.96	0	12599879	0
F10450	143.162	252.69	0	10423615	0
F184	143.1625	252.13	12028340	2473456	13418125
F183	143.1625	170.66	11250683	2271977	14166663
F186	143.3305	168.96	942631	951597	905845
F187	143.3305	252.13	616773	970530	745635
F194	143.9703	833.96	4483605	4470791	4561430
F196	143.9757	780.68	2240698	2159096	2266760
F198	143.9785	833.39	2066288	2090877	2184804
F213	144.0124	700.23	263150	0	163154
F227	144.0242	868.69	277410	317254	275293
F238	144.0381	719.54	567612	514050	574222
F237	144.0381	710.2	154467	179584	131752
F8953	144.0555	168.96	953236	317341	550321
F265	144.0565	1175.55	227547	160178	227050
F270	144.1029	522.58	2666664	2613984	2711573
F276	144.1109	252.69	245426262	235072580	237995830
F275	144.1109	168.96	237607951	235495181	232065974
F279	144.1659	168.96	832793	1065063	953160
F280	144.1659	252.69	883250	833649	930678
F284	144.8757	804.89	1429025	1218287	2025049
F299	144.9233	531.46	1069756	1054594	968746
F304	144.9735	833.96	5230624	4897454	5208894
F318	145.0067	804.32	3336703	10061178	13543957
F319	145.014	772.04	29608008	31692557	31410323
F324	145.0252	1190.39	2388555	2236496	0
F323	145.0252	672.71	372443	378426	0
F327	145.026	1200.46	15507	0	3112005
F326	145.026	1180.89	7732	0	1637188
F325	145.026	671.55	0	0	405403
F337	145.0325	804.89	166772	0	80270
F340	145.0361	802.62	904472	625348	865464
F10055	145.0517	1138.05	0	12524885	0
F10054	145.0517	1031.04	0	2291089	0
F371	145.0617	803.75	2458552665	2447193574	2461825253
F369	145.0617	706.11	2770492	2782490	2689994
F370	145.0617	714.29	2409706	2226242	2316811
F368	145.0617	678.51	2480646	2150254	2234304
F373	145.0812	803.18	904487	434739	0
F376	145.0868	174.09	16208454	14840632	16241892
F382	145.0981	1015.14	82870213	80720788	82016756
F386	145.1118	168.96	9830024	10262872	9993924
F388	145.1118	252.69	9242938	8652436	9467021
F387	145.1118	229.64	68536	124708	89246
F391	145.1142	168.96	8070697	8072337	8135255
F392	145.1142	252.69	7671507	7164475	7327322
F8960	145.117	804.32	6264730	0	0
F8962	145.1175	802.62	9119560	11586030	13099189
F393	145.1537	1014.56	194825	174250	242415
F395	145.2893	803.18	950567	795919	784795
F398	145.6931	810.56	564536	404699	438486
F399	145.8157	810	1139991	952061	1027364
F400	145.8578	811.7	1876062	2442757	2633243
F416	145.9901	810.56	10578774	11804351	10815786
F414	145.9901	454.22	1230663	1189628	0
F415	145.9901	598.56	328256	171020	164464
F10593	145.9913	454.8	0	0	1296995
F430	146.0128	810.56	288311	362991	282562
F432	146.0175	772.63	1154538	1260338	1274944
F433	146.0198	810.56	1091680	964644	1317606
F449	146.028	426.32	15570053	14651415	15766836
F451	146.028	809.44	1092408	1437992	1053478
F455	146.0358	1169	5455292	4659537	5343994
F468	146.0457	810	2792485863	2723588365	2769445021
F466	146.0457	599.14	83514639	57720084	73608813
F465	146.0457	241.28	7442883	7659141	7484724
F467	146.0457	675.61	6359871	6003980	6203629
F469	146.0538	429.77	6236056	6076831	6053335
F475	146.0588	803.75	15222939	15290749	15663480
F476	146.0613	537.96	1621373	1566614	1593480
F477	146.0613	810	168836	164375	224444
F483	146.065	803.75	134461672	133215160	135056182
F485	146.0708	810.56	1009529	1036496	637337
F496	146.0821	595.03	39670676	38734656	39603731
F499	146.0821	809.44	449202	429791	386240
F505	146.0902	426.32	39552	32754	40970
F508	146.0952	1015.72	287412	306482	338507
F510	146.1017	810	11082971	0	0
F511	146.1017	1015.72	4617683	0	0
F513	146.1021	811.13	3622839	13475193	15145618
F514	146.1021	1015.14	0	4705206	4793603
F512	146.1021	600.32	123885	164645	271675
F521	146.1152	252.13	586104	488489	401911
F522	146.1213	803.18	248767	500736	477649
F523	146.2333	811.13	2031515	2158638	2579756
F524	146.2757	810	987329	794330	808065
F525	146.9082	531.46	21290517	21706546	21473767
F531	146.9612	531.46	5577074	5427677	5656636
F8971	146.9731	813.97	2889937	2907866	2294973
F8970	146.9731	802.05	2281559	2346942	1783449
F8972	146.9731	837.36	151663	251416	179696
F533	146.992	810.56	564072	558016	618636
F535	146.9966	321.26	103231	135965	105070
F577	147.0297	803.18	516233618	508924285	524416109
F593	147.0427	810	9432031	9705005	9991901
F592	147.0427	598.56	174599	101446	130209
F599	147.045	531.46	10454556	10276660	10232942
F598	147.045	245.88	3200052	3349981	3548426
F608	147.0491	810	155400045	152874452	154723757
F606	147.0491	599.73	4318323	2975355	3783553
F607	147.0491	676.19	208618	216036	174171
F610	147.0548	432.64	194461	236945	239475
F609	147.0548	428.04	134356	133170	144180
F616	147.0619	803.75	763840	861935	696043
F622	147.0661	803.75	14537512	14654279	14401064
F626	147.0676	803.18	2533813	2735234	2392953
F628	147.0857	595.03	2322045	2103271	2169028
F629	147.0857	802.62	442056	481029	415838
F630	147.0857	823.09	44274	33632	48485
F666	147.9464	596.79	3417474	3341887	3292689
F670	148.0073	676.19	2823612	3223233	2847079
F669	148.0073	623.3	139393	109608	111756
F8987	148.0233	426.9	488244	508393	454969
F695	148.0331	802.62	27566588	26720075	28108836
F694	148.0331	297.38	1049851	1096434	1126668
F705	148.0437	606.21	25815222	25428848	25628611
F706	148.0437	897.51	577523	508213	556396
F707	148.0485	530.28	734324	713746	750476
F713	148.0499	810.56	22127654	21813150	21747555
F712	148.0499	598.56	452658	265430	328772
F8999	148.0515	1174.95	21219201	18350529	20262507
F8998	148.0515	810	2528757	2771483	2458950
F714	148.0627	551.51	1635075	1518417	1499947
F720	148.0695	349.37	9483283	9476523	9428411
F721	148.0695	426.32	5923267	5803055	5843637
F719	148.0695	224.38	1453596	1507562	1502788
F723	148.0695	803.18	535273	604955	659642
F732	148.9063	530.87	8040981	7678197	7841632
F773	149.0092	154.28	56039701	9402053	29127535
F774	149.0092	169.53	6883432	4232994	3639440
F802	149.0339	803.18	4911386	5118916	5176368
F801	149.0339	464.12	128447	139230	130330
F808	149.0354	1171.98	2160279	1926600	2172189
F813	149.0363	802.62	205124	185474	215303
F817	149.0453	676.77	2393118	2451766	2392459
F825	149.0466	1155.31	7417024	6515762	7361423
F824	149.0466	604.44	1293468	1203641	1299664
F826	149.054	810.56	1141430	977356	925164
F830	149.0705	428.04	354468	375590	425178
F931	149.9678	171.23	0	0	13828
F955	150.0088	153.72	4536007	504046	2382316
F956	150.0088	170.66	545442	337216	242779
F9080	150.0114	159.37	2322784	2394545	2187154
F976	150.0126	153.72	825048	122838	361860
F985	150.0174	668.06	1236692	1171787	1247980
F984	150.0174	650.43	648746	605832	678102
F983	150.0174	620.94	316210	269722	387421
F1013	150.0307	1189.2	7402553	6482339	7282936
F1016	150.0318	172.95	0	0	176052
F1015	150.0319	172.95	459218	866602	0
F1017	150.0387	603.85	762186	760568	765327
F1023	150.0418	521.99	654548	558125	620839
F1034	150.064	251.57	699575	585513	601434
F1031	150.064	170.1	205272	363941	232540
F1032	150.064	176.38	202499	151538	121270
F1033	150.064	230.8	15613	33437	15616
F1059	150.8634	430.92	712136	840851	598062
F1063	150.8864	413.65	5384143	5289607	5363993
F1080	150.967	542.09	305598	232757	318895
F1081	150.9802	175.81	547383	1195516	116235
F10508	150.9808	176.38	0	1167697	162430
F9122	151.0024	430.92	7637485	6820099	6389120
F1096	151.0066	431.49	1314454	1397296	1432919
F1094	151.0066	154.85	2076193	135978	1102051
F1099	151.0258	541.51	71738270	71543372	72371269
F1100	151.0258	866.95	6520105	6815440	6359085
F1108	151.0398	174.66	196990351	375208892	137348482
F1113	151.0609	430.92	1628567154	1564877761	1645843921
F1120	151.0623	1173.17	859878	768677	852472
F1119	151.0623	1144.59	579267	510225	577075
F9151	151.0815	419.43	93121	55828	113562
F9156	151.0989	174.09	659952	1019844	384533
F1155	151.1199	432.07	6799578	8421891	8850285
F1156	151.1199	593.27	117890	191662	187409
F1214	152.0089	159.93	582131	599960	0
F1220	152.023	540.92	935270	904024	1024747
F1221	152.0293	541.51	3808393	3799035	3855450
F1222	152.0327	543.27	263049	260216	282034
F1223	152.0432	174.66	15153437	30078102	9668266
F1248	152.0643	431.49	90761927	88267341	92645517
F1249	152.0643	595.03	5021964	4812420	5191478
F1262	152.8835	404.91	5326142	5314714	5417833
F1264	152.9265	831.13	3496050	3595854	3575712
F1269	152.939	414.81	7359793	7504633	7429878
F1268	152.939	374.53	2836443	2849904	2779644
F10605	152.9779	530.87	0	0	2876441
F1274	152.986	139.6	1118974	1115421	1105949
F1282	152.9956	584.48	4693336	4864288	4776499
F1283	152.9956	815.68	530878	504213	470008
F1289	153.0166	719.54	2616258	2619645	2667530
F1302	153.0281	805.46	438095	309215	402224
F1319	153.0416	1190.39	997298	809163	1021149
F1318	153.0416	1166.62	574837	402205	602943
F1321	153.0441	175.23	750509	1585000	446196
F1322	153.0465	175.23	283007	672867	110824
F1334	153.0653	430.92	10164331	10463449	10349381
F1333	153.0653	423.46	7072328	5831033	6766155
F1335	153.0653	593.86	491382	515274	557262
F1336	153.0667	426.32	9893874	8215003	9179592
F1338	153.0919	165.01	5462826	5798344	5302049
F9164	154.0013	861.71	2623646	2593976	2641994
F9161	154.0013	811.13	892853	985113	1065339
F9163	154.0013	837.94	839800	790917	810834
F9162	154.0013	826.04	512028	717513	648521
F1349	154.0063	168.4	4169677	4280566	3963453
F1372	154.0468	177.52	344417	418693	478947
F1373	154.0468	423.46	274625	275593	350626
F1374	154.0485	718.37	646089	722451	636157
F1391	154.0686	430.92	300311	332356	340827
F1390	154.0686	422.31	297005	323311	323181
F1404	154.0984	300.87	989650	953745	940165
F9174	154.1228	858.79	2635020	2440824	2616456
F9173	154.1228	840.24	884251	806914	872703
F9172	154.1228	826.04	542649	781044	696988
F1440	154.9654	681.41	701307	712810	642168
F1441	154.9654	809.44	150504	199046	159240
F1443	154.9751	840.82	312386	280394	322849
F1474	154.9904	225.55	1204915	1096775	1070702
F1473	154.9904	159.37	1066654	958502	1165204
F1476	155.0096	514.27	32336213	32282532	33197859
F9270	155.0228	1025.15	39715	35006	19037
F1524	155.059	810	2054965	2212395	2171449
F1564	155.0712	171.23	33427499	34007402	32571765
F1594	155.9757	781.81	5295416	5587653	5483333
F1596	155.9938	158.8	18813	35494	16292
F1597	155.9968	76.94	2867196	3015259	3167368
F1599	155.9968	172.37	1089313	1101693	963422
F1598	155.9968	168.96	329116	392018	353943
F1602	156.0034	168.4	926889	1012478	981947
F1604	156.0131	515.46	1534542	1522545	1524037
F1607	156.0277	799.2	1557697	1643807	1580180
F1606	156.0277	780.12	836784	803287	873587
F10101	156.0412	1190.39	0	1702632	1933128
F10111	156.043	399.08	0	1856237	1878270
F10112	156.043	404.91	0	1579357	1526975
F10110	156.043	355.8	0	283846	329846
F9326	156.064	681.41	1695830	1554870	1644458
F9325	156.064	675.03	1466251	1520519	1440894
F1640	156.0746	176.38	739923	830918	752420
F1638	156.0746	163.88	560819	726659	540331
F1639	156.0746	172.37	560819	726659	540331
F1646	156.0777	1006.44	52076734	51968344	50585831
F1673	156.5978	835.66	572430	429971	513195
F1682	156.8664	164.44	972013	1112962	648521
F1689	156.9133	164.44	2213558	2822070	1343408
F1701	156.9208	694.33	131894	103767	115504
F1705	156.928	832.83	9613676	15761455	15163601
F1704	156.928	830.57	4714303	11229732	10750969
F1743	156.9403	526.73	2539605	2375073	2395585
F1748	156.9427	596.21	1162774	1017377	1081610
F1819	156.9548	325.93	83127	0	60023
F1821	156.9612	835.09	270157	524434	0
F1824	156.9623	828.88	375856	377851	607839
F9328	156.9687	827.18	288416	156398	0
F10520	156.9694	832.83	0	965671	1302689
F1865	156.9906	833.39	5155773068	5052923388	5090615919
F1876	157.0043	839.09	275934	70622	151679
F1889	157.0115	532.64	1441804	1378486	1381477
F1891	157.0115	835.66	968501	751910	732216
F1893	157.0129	460.03	2746015	2658039	2670810
F1904	157.0138	718.37	262510	213159	219123
F1903	157.0138	686.67	221795	183169	228489
F1908	157.0188	828.31	145273	601770	221675
F9334	157.02	826.61	133161	0	168836
F1921	157.0251	1190.39	759415	583976	722353
F1919	157.0251	613.28	660591	652137	744147
F1920	157.0251	646.32	502463	474491	485394
F9355	157.0529	829.44	6014930	0	0
F9362	157.0533	832.83	16042451	24534117	25477602
F10128	157.0604	163.88	0	21065070	18616126
F9371	157.0613	818.52	10631960	10586744	10640153
F9369	157.0613	163.88	15947279	4142067	3166019
F9370	157.0613	249.88	10000446	3366793	3701879
F1953	157.0695	734.8	289994	301550	347186
F1957	157.081	1007.02	2812321	2764171	2826881
F1973	157.0942	163.88	607982	999582	567554
F1977	157.098	973.94	782519	797474	860825
F1982	157.1005	163.88	186787	0	0
F9373	157.1014	163.88	820455	1028722	898506
F9374	157.1014	251.57	409145	561097	499112
F1984	157.103	163.88	990581	1597592	900453
F1993	157.1231	163.88	3115648080	3292297596	2997396479
F1994	157.1231	251.57	2261010734	2288529767	2152165723
F1995	157.1433	163.31	1378438	1242715	1286835
F1997	157.1447	163.31	710800	1303822	317578
F2000	157.1458	164.44	391708	585914	846443
F2007	157.1514	163.88	814062	410038	348277
F2008	157.1514	249.31	518800	107028	249436
F11062	157.1852	163.88	0	0	8688328
F9382	157.1859	163.31	14113969	12230226	11112593
F9383	157.1859	250.44	9729128	8924795	8981284
F9392	157.1868	164.44	11191354	9722992	1991986
F2011	157.2469	834.52	922099	720538	808023
F2012	157.3326	163.88	1754074	2213614	1958487
F2014	157.3798	163.31	713159	840993	381362
F2015	157.3798	249.88	511456	511533	446520
F2016	157.9309	835.09	574547	721625	616613
F2039	157.9828	679.67	133082	0	156162
F2055	157.9939	833.39	225513542	222428510	223698389
F2111	158.0204	1195.73	78370	46310	57868
F2114	158.028	293.89	2201504	1313472	1687447
F2112	158.028	177.52	96443	26755	44147
F2125	158.0433	781.24	5216513	5052420	5368876
F2127	158.0456	679.67	42052898	41485938	42379023
F2128	158.0456	803.75	13505392	13410185	13882022
F2149	158.0569	1177.33	506354	421021	492923
