id_number	mz	rtime	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F2954	339.3451	145.95	4547068	4997337	4906171	25664914	23176804	25162301
F8092	525.2737	149.44	27254754	26787999	22890410	28378614	28933881	25891355
F10196	902.3943	138.82	13262431	13708793	13177368	8313923	8454870	8314967
F6472	504.2445	145.95	16295395	14927362	15194242	15836718	15769507	14817555
F10350	673.4917	152.96	8719987	9582661	7790697	14370608	11399239	9668399
F5739	368.2198	147.7	29384953	17249780	17217801	54597680	39297532	568771
F1112	321.1545	165.91	19518546	21023427	22820712	22573329	22202572	23600749
F8512	393.1196	818.78	0	0	0	21248588	23051441	24207798
F8928	534.416	140.93	11572754	13694117	12595450	13185021	13548812	12357575
F7304	382.2798	160.81	311280188	315940245	320431542	325447517	319614912	320981964
F7354	383.2577	147.7	10523059	11507563	11826179	8943342	8285521	9700698
F6002	417.7295	152.07	17090721	15140866	17612773	19826524	17602677	16493318
F6466	503.3938	146.83	9351946	9466862	8891232	5609205	6245052	7258612
F10002	602.332	145.95	20605302	21400549	21401298	19521791	20399089	18655982
F8998	589.3562	145.04	0	12467615	0	9974096	9401393	11116930
F8152	575.2566	152.07	8597147	11155151	9257714	11066342	13583320	11436726
F491	136.0838	147.7	12184882	10287869	11146061	36319415	34845782	33920074
F7349	515.3621	162.88	10712063	10815808	12141618	11427915	12337780	13192398
F3268	304.1471	160.81	11267938	11233593	11858651	12531085	12439269	11230763
F6976	426.306	153.86	130390196	131051757	136723814	134635805	135449291	135644058
F8513	393.1196	835.59	0	0	0	27405724	29498672	30569627
F9813	832.5979	147.7	9109852	8961568	5479969	6711283	8537530	6835136
F2986	300.2806	151.18	7044157	6994803	8697286	4278252	4076808	4366109
F6633	505.3347	161.85	21489558	19530972	21986453	19773155	18996616	19683763
F9700	659.4757	149.44	3428934	7931688	8724188	7131253	7612531	6230390
F5949	417.263	149.44	15183999	17660634	16418250	14765527	15084554	15631128
F6787	425.1239	707.79	0	0	0	48320240	49501399	50522070
F5989	417.3072	433.89	4856013	4944818	4871573	41343315	41350970	42548797
F6171	370.3317	141.99	12454548	12718068	11683661	14472369	14448714	14020095
F7556	517.2931	168.67	6643564	12365546	11681480	13449847	5703564	13280037
F6853	377.1457	835.59	0	0	0	58545059	53343056	42071569
F10046	665.4979	149.44	21259724	20622774	21094471	25583833	22129406	22148247
F623	205.0688	676.98	54117503	34687103	59139676	237211	514930	340290
F9559	540.4111	150.31	13705304	13435510	14254595	16166596	15992189	15774959
F347	200.238	286.47	477195492	478446919	486490484	409052405	404516250	411622248
F6053	499.3307	165.91	18649645	19224562	19871597	24488552	23665201	23001694
F1472	325.1969	523.11	68599511	66861223	70705119	63076621	60403987	62073156
F10051	666.0004	147.7	10150968	11224183	13581372	14872052	16387434	16491906
F6117	457.3512	146.83	10363145	11266284	11875156	10228130	11047126	10254207
F11488	527.3002	152.96	12669226	11910909	12857422	13759315	12638741	12262745
F2937	339.2897	143.05	9274317	10031883	9682768	8637450	8988009	9158100
F10721	556.3154	167.76	10014109	10665805	11307047	10821560	10532073	11622090
F7074	512.2705	166.85	37913667	36341772	36087379	39017888	36345491	35972656
F7832	434.3838	145.04	7618747	7037891	7540907	7292410	6663127	6269424
F8117	522.3122	161.85	10867747	7937028	9364072	9178300	6773630	6913251
F236	264.2404	154.79	23610071	24057367	22853088	10448825	10129385	11238319
F1118	321.1735	151.18	1009046075	1017611671	1008150929	1193363372	1166130754	1104966572
F11153	695.0204	147.7	11200497	7315927	9649620	9688995	11903455	8250064
F9858	544.4057	164.92	7325756	7745343	7710108	8654291	8649503	8381924
F5319	450.2333	147.7	34158369	35397418	34379232	35410018	36119409	33199173
F11754	712.3375	147.7	12236098	11088965	11419978	13086099	14010214	11361674
F7875	520.2444	168.67	14510136	16420988	17578821	17012315	17110106	18128272
F3233	250.1732	164.92	5406730	4778508	5288866	5312219	5041512	5748040
F6409	460.2756	186.61	126625931	135403874	153906935	110750020	134249715	144519256
F10119	666.4776	155.75	11751783	13678004	13132150	16879603	17299387	17289580
F11140	620.2608	661.56	0	0	0	50981526	53737665	52377659
F7270	468.4414	139.87	9630884	9390116	8691748	8798098	8802234	8522500
F5328	364.3827	160.81	0	0	0	28924302	26346365	27088134
F13749	174.075	797.36	0	0	0	42893803	46598115	0
F9983	601.4377	152.07	12351945	8975064	12472430	541077	7318598	14445692
F10578	255.1286	238.79	0	0	0	12025846	10433813	12189976
F11802	572.3999	164.92	11233338	11370319	12126162	13425001	12709958	12839440
F9480	654.5032	153.86	0	9386213	11913185	14747147	11343953	495116
F5904	497.3629	140.93	13465212	12659291	12991666	12986283	13679019	13757688
F3816	353.1999	244.69	45284207	54182205	63940771	52798092	59973796	69109409
F3219	303.1439	160.81	89180738	87263287	89091041	93529240	89660976	86698274
F10032	868.3864	551.99	0	0	0	132835165	124433402	120972733
F9675	818.4273	152.07	13789000	14108850	13398728	13588254	10885463	13338530
F9602	541.2911	152.96	9698217	9296040	7118981	10071942	7213447	6915798
F5882	455.3043	163.9	18174278	17847560	18380485	20994399	19788880	20357693
F7948	520.4366	140.93	7234948	7364276	8011204	7368857	7819260	8183141
F5866	416.2794	146.83	12083578	12093906	12984323	11508818	10443254	11707212
F8385	634.3581	145.04	14485407	14639750	14264316	15170301	16292421	13652092
F12574	214.0594	787.59	62821080	64901582	65879243	0	0	0
F3793	352.2692	162.88	31107301	33284609	35695662	39336859	39085588	40182887
F7064	511.415	140.93	17579924	16702516	14481657	17963356	17253710	15174139
F11786	572.3272	158.76	9780103	9748606	10058682	10696263	10570346	9779085
F5050	486.3629	166.85	12146659	12754748	13180339	14698812	13878952	14503768
F2866	338.3418	145.95	26336295	26758469	28934445	124306139	115898897	124167226
F2949	339.3004	151.18	30644961	24768598	32024400	14296564	15093469	14888054
F4549	482.1536	141.99	2662776	3436744	4462165	4955746	6265797	6893979
F5035	486.3275	171.5	19668019	18080488	20272539	22761403	21611077	22288804
F13788	413.6663	665.92	55889142	59420120	67506355	0	0	0
F11801	572.3999	157.74	10114572	9434248	10075592	11973413	10651159	10167534
F13781	413.0838	688.96	43053045	53762544	53137298	0	0	0
F11163	563.3761	161.85	12985163	13198818	13635210	13493312	12581819	13815551
F9837	836.3571	683.46	0	0	0	25782214	27404705	27732619
F760	208.1314	794.19	0	0	0	14023094	15579505	16623226
F2138	290.3278	257.76	0	0	0	48141108	50050977	52339998
F5207	488.307	186.61	23107256	26716482	31086100	21012302	25127404	27794210
F1005	320.1702	151.18	6570977879	6626902773	6545888535	7716753054	7551333717	7157816258
F7505	471.3353	160.81	11044808	10394485	9503530	9985119	9511914	10815541
F12008	169.0585	773.92	78960406	83780623	81372074	0	0	0
F1545	325.3212	146.83	10334081	10963410	12397114	5544939	6178850	7529372
F624	205.0688	688.96	2510382	30439823	6897275	27445237	28347474	28721050
F1432	152.0933	799.39	0	0	0	162624542	165666725	166257176
F8134	574.4458	144.07	8013520	7989672	9627537	8886154	6800967	7978661
F2063	289.2568	165.91	6858012	7650174	6997990	7609354	7082230	7211957
F7585	385.2372	147.7	15147193	15282589	14492429	12341942	11673340	13879534
F7932	387.2531	147.7	10345382	12486683	11944932	8918987	8864854	10457000
F9072	590.3321	145.95	14839850	15014823	13380798	14182444	16281370	14511417
F5088	447.2926	164.92	29790349	29831920	30887809	31903778	27658373	31969638
F4154	438.3059	154.79	42033678	42950069	42606491	45476331	46612585	47329504
F9074	645.484	129.37	0	5703628	6431964	6736828	6112479	6915298
F10326	550.4318	146.83	9363112	8981329	8862165	7086872	7499380	7500635
F9603	809.3582	522.04	0	0	0	21147839	19829748	21098466
F9835	544.3695	166.85	9307339	9895719	9947180	10735629	10397713	10154361
F13587	378.3362	150.31	9552500	7847435	8581234	7185113	4326750	0
F1469	153.0772	801.36	0	0	0	155390422	155045264	161076706
F7334	383.2212	148.57	13492748	14072375	13563612	11061273	12313648	10922854
F1088	211.0887	688.96	0	0	0	31889517	33260464	33391287
F5990	369.2675	156.73	12502424	14852621	12187177	14793387	11873299	14303584
F8621	638.3078	660.5	0	0	0	12678188	12851385	12357483
F4654	444.2228	145.95	18329075	18691966	18826660	21380616	21479137	20267639
F6670	375.164	149.44	9573088	9270047	9374759	10574611	11141600	9798072
F11815	716.3992	146.83	10398081	11645250	9243588	10696741	12954510	11807534
F11201	564.3162	150.31	15725193	18606048	16685878	17375020	17576840	16181852
F10834	558.3118	169.59	8196553	9163000	8481780	10632139	10505369	11214163
F5624	367.2517	150.31	15429310	16629963	17249508	18925395	18499540	17288941
F6172	500.3949	145.95	7833217	7817371	9267676	8340262	8983630	6803177
F11788	572.3583	141.99	17712134	17312038	16416512	16576192	14636543	14356038
F7245	468.3166	162.88	17810394	16639895	19102450	19782496	17380249	19104091
F3139	247.2422	146.83	11469808	12605580	13880695	4775294	5123276	5280820
F11711	710.3583	168.67	11413040	9907132	11185795	12128897	11514290	10927007
F9011	589.4098	146.83	5978783	5769394	5450304	5271605	5839183	5882484
F6897	465.1276	140.93	2028295	3080135	3338241	4307501	4794073	4892689
F5283	411.2781	161.85	8554461	8923657	9260899	10281821	9400167	9232619
F12036	734.5522	156.73	12889619	13388631	14226533	16041108	15361560	15209058
F3727	351.237	155.75	13578552	13642776	13517096	12451016	14035359	13464673
F9900	846.6126	150.31	0	8349629	6621485	8188067	0	9872724
F12563	562.2569	510.15	43689626	43202059	45090218	0	0	0
F11455	567.7749	515.55	0	0	0	20957760	20068898	21799884
F6717	506.4052	146.83	4687381	6943320	6797731	4462209	4268420	7236333
F1970	329.2514	157.74	13155815	15102675	13004012	5542674	4418105	4413716
F13192	643.2569	644.06	19299399	20896651	20694329	0	0	0
F7241	513.4297	147.7	11918058	14487170	13909755	12639914	11923552	10711864
F6175	500.4095	140.93	8972422	9602823	9097949	9495593	10382298	9517671
F10299	940.4069	520.96	0	0	0	22300424	21537440	22262481
F7614	385.2735	146.83	6920801	6635388	7124358	5030898	5141729	5634498
F5981	456.3167	161.85	29434670	30836150	31048450	31764345	28906563	30659201
F11716	629.4778	131.41	10407712	8976987	9631643	10750045	9329077	7396674
F6489	461.2789	175.61	9466034	10733876	10778878	12919289	11447238	12938646
F4601	403.2842	147.7	8823770	9747895	11123932	8874854	9665761	9493127
F1169	212.114	818.78	0	0	0	18014627	18026044	15464509
F7986	521.3087	162.88	56091068	40815400	43522355	47374983	35562157	35749035
F10816	557.4115	155.75	23406615	25248786	0	0	25009923	0
F4529	481.3679	140.93	11340747	8510340	11103423	10608520	10515485	10600917
F9780	598.4172	147.7	7238169	6452387	7002283	7686481	7325436	8160800
F843	317.2879	164.92	7725533	8000367	8469520	3401230	2953522	3678492
F106	309.2101	152.07	8909666	10284833	8838802	10754314	10698614	10841034
F10417	675.5073	157.74	88933898	93955267	90901464	101092208	100656844	101321304
F11318	622.2765	674.8	0	0	0	9808137	11625864	11698153
F11342	622.3578	146.83	14148919	15344348	14041147	16722383	16961916	15244713
F8316	632.4884	140.93	7265519	7710257	7949018	8067151	8250844	7590800
F7143	428.3369	146.83	10396197	10842541	11147614	10722096	10345260	10704476
F13734	858.353	544.01	115648451	108642635	103934952	0	0	0
F180	310.2823	145.95	7562543	8024946	6957006	4878192	4984653	5153268
F3880	353.3238	147.7	0	0	0	14813946	15134676	12534646
F6243	501.3943	140.93	9574738	10377970	9469258	11707245	12155169	9241332
F13728	850.2503	138.82	7448018	8911077	12210032	0	11681809	0
F2288	292.2272	157.74	145031908	152557239	151244836	62838459	60720868	61309938
F10709	556.254	145.04	5963177	6439093	5974209	6210605	6339319	5893030
F13975	452.2785	411.94	17088858	17287217	16783956	40521	39648	0
F7099	512.343	164.92	28763019	28987418	27797905	32006848	30457477	31963246
F9082	646.2748	148.57	4186930	3553584	5822893	5389331	5049272	6357399
F11442	567.3854	149.44	0	6082305	6885918	8451135	8575121	8110004
F5268	364.1963	151.18	358338068	365742572	360883213	408851415	388678047	370056840
F8954	588.4469	151.18	7870209	6517984	4226311	7342315	6602324	6612355
F11819	716.5123	148.57	22088544	24615750	24003616	25510433	25257188	24351741
F6151	370.2797	170.53	14804656	14899389	15983299	14987625	15446693	16017779
F8311	632.4722	150.31	7861120	7290574	9069892	10926534	9524458	9482361
F8632	530.3891	166.85	9838649	10684781	10522366	11648931	9181773	11350512
F11385	566.3323	145.95	11983981	10121267	12286575	12752178	10961313	10114682
F4438	480.332	145.04	6574996	8101121	6928535	6751106	6540472	6930203
F6715	463.2667	164.92	68483564	53793390	54034160	60795897	47052169	49512743
F11581	627.2614	147.7	0	4162143	4238876	4432797	4276088	4793464
F11660	628.4053	140.93	9427213	9846108	9153728	11464090	10955791	10926575
F4520	481.3496	145.04	3752839	4176709	4418348	3746964	3382756	5090001
F8429	528.3748	153.86	10372004	10103444	9350891	11923720	9872368	10678538
F3222	250.0996	698.92	0	0	0	65402643	63002618	64985461
F9877	662.5352	139.87	5939276	6898591	7318838	6388585	7129452	7673314
F11689	628.5324	152.07	11582334	17562419	11982021	0	0	5568220
F5062	486.3937	168.67	4849580	5247944	5234169	6374834	5597133	5885025
F4020	354.3365	146.83	3862501	3891780	3734191	16621326	15182672	15671287
F11992	731.5341	152.96	8721592	7427644	16658112	10246507	8424259	10044357
F1064	320.2557	155.75	14655958	16270355	16381544	7017245	6128174	7902188
F4040	437.2208	148.57	11956533	11405231	12400345	10875554	11530485	11729928
F3048	340.3034	151.18	4335024	6030767	4851765	2278238	2469034	3124246
F9225	649.4685	154.79	5707853	8127788	9224420	10423420	9051521	9960355
F7041	379.2261	146.83	7299461	7802345	8543826	7522356	7976463	6001730
F11281	427.2474	147.7	7182084	6759853	8438389	7404865	8361154	6932899
F5264	411.2162	151.18	10727136	12019409	11270425	11386394	9551757	9279694
F4242	356.3162	143.05	8345758	8795592	8453701	7859232	8002031	8151247
F378	267.1633	168.67	46018740	45894935	46259985	48979187	48128168	48948278
F6397	460.2691	147.7	13061348	14437643	14967146	12025846	13515138	13482222
F334	266.2561	147.7	7303746	7554041	7667969	2487238	2703320	3399068
F8889	642.478	162.88	6752483	6352981	6890014	8095304	7825838	7812599
F8193	523.3606	147.7	5116749	5352078	5729050	5920329	7544057	8036267
F6987	510.3634	157.74	5337416	5701335	5587126	6080555	6500562	5728738
F9970	857.4472	151.18	0	4210464	4657687	5472967	4989413	5028323
F6352	502.4107	145.95	3230694	6791799	6322038	6043175	5956368	6610792
F1925	288.1766	832.34	0	0	0	9003899	10110058	11162281
F7203	429.2637	146.83	8406140	9895921	8967861	6289269	5814160	8424025
F11703	709.5144	137.77	4554548	5243526	6254860	4375307	4321012	5073268
F11476	517.4029	414.1	0	0	0	9404810	9420314	9852170
F8760	586.3428	155.75	3989599	4644910	3919427	4725678	4673818	5249632
F8062	524.3792	146.83	5536338	6571734	5897350	8031764	7478117	6500893
F4813	483.379	157.74	6054398	6592505	7434666	0	12412755	12116319
F4319	400.3424	141.99	6046584	5713364	5770225	5381993	6178314	5679779
F11292	621.4177	158.76	9432845	10122740	9730765	9120474	9945843	11132647
F9421	777.2322	138.82	5976035	10515521	14614792	0	11407141	16848819
F4489	442.3012	171.5	21860033	21599660	21797270	22802857	25388972	22431717
F9387	653.2909	658.4	0	0	0	10994830	7877421	11151955
F272	311.2583	145.04	10915562	9954488	11985928	9524077	9737411	10262339
F4490	402.2706	147.7	28675863	32076047	29023362	27961610	27513941	29323428
F2506	295.2461	152.96	63751873	63696744	66130257	35658642	33967454	34377365
F9952	546.3065	145.04	12179091	11591445	11662694	11348205	10844016	11900772
F4526	442.353	141.99	7618116	9471779	8705149	8212478	7579905	7963366
F7135	428.3007	145.04	10303418	9272163	9141132	10019646	9915106	8707750
F9736	660.3738	146.83	12581299	10647552	10443086	10125204	9942000	9309539
F8065	574.3372	144.07	10425511	11111671	6561886	10132777	10730896	11683132
F8118	525.3759	147.7	9600781	9824538	11063695	10481299	11692403	12134503
F5836	496.3403	411.94	11546768	11648648	11676773	734029	856767	1003791
F10982	560.4001	170.53	4570330	4257841	4164607	5516427	4967709	4942149
F8220	526.3587	164.92	11746183	13218743	11507936	12024736	15931197	14242496
F3930	189.1314	147.7	14918239	14403554	14956707	45464062	44077513	43907905
F11724	630.3269	145.04	9243625	10183058	8480240	9494189	6138043	7870053
F10531	554.3112	145.04	9638170	10655283	9920915	8894511	6956593	9669280
F7508	384.3475	141.99	5785413	5976182	6037165	4780189	5488650	5360459
F1418	324.238	162.88	241764550	244203657	249625298	256230832	253183436	254698927
F5835	496.3403	171.5	8045474	8111497	8247688	601800	564979	616957
F4947	446.2386	144.07	12301786	12032341	11539686	13565851	12800326	11742339
F11774	572.307	151.18	10852936	9685143	10984281	9710350	8842549	11584632
F10713	556.2963	153.86	13051874	12843484	12436627	13931593	14050561	13790671
F10673	612.1633	139.87	2287153	3435830	4573135	2842147	3962142	4868188
F8677	531.3929	160.81	6774193	5691805	5819430	4125190	6449940	5965702
F6420	372.311	141.99	6162531	6095205	6386470	6562676	6419333	6160043
F9661	815.3794	681.3	0	0	0	18156873	19585840	21869429
F1536	325.2739	144.07	10875344	11601224	10530226	9951225	10808769	10058864
F11357	566.2507	769.94	0	0	0	15489415	16788742	17009030
F5241	488.3735	146.83	10101395	10419303	10488232	10016891	9691881	8255394
F1211	278.2479	153.86	265645029	273731931	276909693	126474124	125285619	125248699
F5896	497.3243	145.04	7990450	5315720	6074517	7839023	5338797	6887999
F116	309.2427	145.04	7971948	7238267	7686627	6804082	7081958	7155955
F9239	538.2497	165.91	6830742	8519533	8645542	6986267	6880230	6947401
F8135	390.1112	143.05	2143861	2710432	3633171	0	5069306	5208500
F6721	463.2885	147.7	7376286	6628269	7470749	5847478	5249682	6270224
F1587	284.2861	147.7	49823632	47082962	52487204	24369165	21741879	21763527
